SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
MZB1,ENSG00000170476,,,51237,,Hs.409563,Q8WU39
MYOG,ENSG00000122180,ENSP00000241651,ENST00000241651,4656,,Hs.2830,P15173
TAF1C,ENSG00000103168,,,9013,,Hs.153022,Q15572
AMPH,ENSG00000078053,,,273,IPI00305486,Hs.592182,P49418
PLEKHD1,ENSG00000175985,ENSP00000317175,ENST00000556123,400224,,Hs.509796,A6NEE1
FOCAD,ENSG00000188352,,,54914,,Hs.136247,B3KNV9
GOLGA6L3,ENSG00000188388,,,100133220,,Hs.454625,
SUPT3H,ENSG00000196284,,,8464,IPI00025792,Hs.368325,B4E1H0
PLEKHA6,ENSG00000143850,,,22874,,Hs.253146,Q9Y2H5
ATAT1,ENSG00000137343,ENSP00000399529,ENST00000449905,79969,,Hs.654798,A0A1U9X797
DEFB104A,ENSG00000176782,ENSP00000320813,ENST00000314265,140596,,Hs.559507,Q8WTQ1
GUCY1A1,ENSG00000164116,,,2982,IPI00024422,Hs.24258,Q02108
FAM90A24P,,,,441332,,,
DISP1,ENSG00000154309,ENSP00000284476,ENST00000360254,84976,,Hs.528817,Q96F81
INTS13,ENSG00000064102,,,55726,,Hs.505077,Q9NVM9
TLX1NB,ENSG00000236311,,,100038246,,Hs.368784,
SRSF1,ENSG00000136450,,,6426,,Hs.68714,Q07955
ZNF57,ENSG00000171970,,,126295,,Hs.591378,A5HJR3
HMX2,ENSG00000188816,ENSP00000341108,ENST00000339992,3167,IPI00398900,Hs.444756,A2RU54
RBBP6,ENSG00000122257,,,5930,IPI00376283,Hs.188553,Q7Z6E9
RNF130,ENSG00000113269,,,55819,,Hs.484363,Q86XS8
unassigned,,,,,,,
unassigned,,,,,,,
KRTAP6-2,ENSG00000186930,ENSP00000334560,ENST00000334897,337967,,Hs.553690,Q3LI66
CERK,ENSG00000100422,,,64781,,Hs.200668,A0A024R4U8
STPG2,ENSG00000163116,ENSP00000428346,ENST00000522676,285555,,Hs.680226,Q8N412
FKBP15,ENSG00000119321,ENSP00000416158,ENST00000446284,23307,,Hs.522351,Q5T1M5
CERS5,ENSG00000139624,,,91012,,Hs.270525,Q8N5B7
RPL32,ENSG00000144713,,,6161,,Hs.265174,A0A024R2G7
LDLRAD1,ENSG00000203985,,,388633,IPI00816393,Hs.439583,Q5T700
TRO,ENSG00000067445,,,7216,,Hs.633653,Q12816
TH,ENSG00000180176,,,7054,,Hs.435609,P07101
FNTB,ENSG00000257365,ENSP00000246166,ENST00000557300,2342,,Hs.325531,P49356
N4BP3,ENSG00000145911,ENSP00000274605,ENST00000274605,23138,,Hs.101761,O15049
C1orf185,ENSG00000204006,ENSP00000497349,ENST00000648827,284546,,Hs.176177,Q5T7R7
APOBEC2,ENSG00000124701,ENSP00000244669,ENST00000244669,10930,,Hs.555915,Q9Y235
AGTPBP1,ENSG00000135049,,,23287,,Hs.719980,J3KNS1
C8G,ENSG00000176919,,,733,IPI00011261,Hs.1285,P07360
CDC26,ENSG00000176386,ENSP00000363322,ENST00000490408,246184,,Hs.727648,A0A024R832
HPS3,ENSG00000163755,ENSP00000296051,ENST00000296051,84343,,Hs.558314,G5E9V4
OCIAD2,ENSG00000145247,,,132299,,Hs.95835,Q56VL3
SKIL,ENSG00000136603,,,6498,IPI00953209,Hs.536655,P12757
KRTAP20-2,ENSG00000184032,ENSP00000330746,ENST00000330798,337976,,Hs.553698,Q3LI61
OR3A1,ENSG00000180090,ENSP00000313803,ENST00000323404,4994,,Hs.647410,A0A126GVP1
HAVCR1,ENSG00000113249,,,26762,IPI00101048,Hs.129711,B4DPB1
INVS,ENSG00000119509,,,27130,,Hs.558477,Q2M1I4
JMY,ENSG00000152409,ENSP00000379441,ENST00000396137,133746,,Hs.482605,Q8N9B5
SLC5A5,ENSG00000105641,ENSP00000222248,ENST00000222248,6528,IPI00024248,Hs.584804,Q92911
unassigned,,,,,,,
HRH2,ENSG00000113749,ENSP00000366506,ENST00000377291,3274,IPI00012312,Hs.247885,P25021
HVCN1,ENSG00000122986,,,84329,,Hs.211511,Q96D96
HELB,ENSG00000127311,ENSP00000247815,ENST00000247815,92797,IPI00895894,Hs.505941,Q8NG08
AGL,ENSG00000162688,,,178,IPI00219065,Hs.904,A0A0S2A4E4
CAV1,ENSG00000105974,,,857,IPI00759683,Hs.74034,A0A024R757
PCDHGA8,ENSG00000253767,ENSP00000483161,ENST00000610569,9708,,Hs.368160,Q9Y5G5
SPEF1,ENSG00000101222,,,25876,,Hs.72620,Q9Y4P9
GJB4,ENSG00000189433,ENSP00000345868,ENST00000339480,127534,,Hs.351203,Q9NTQ9
MROH5,ENSG00000226807,ENSP00000427945,ENST00000523857,389690,,Hs.689547,Q6ZMW9
FAM20B,ENSG00000116199,,,9917,,Hs.5737,A0A024R918
DNASE1L3,ENSG00000163687,,,1776,,Hs.476453,Q13609
LRRN3,ENSG00000173114,,,54674,IPI00465126,Hs.3781,A4D0T1
C20orf197,ENSG00000176659,,,284756,,Hs.335319,Q8N268
GALR2,ENSG00000182687,ENSP00000329684,ENST00000329003,8811,,Hs.666366,O43603
NEK4,ENSG00000114904,,,6787,IPI00946811,Hs.631921,P51957
CTRB2,ENSG00000168928,ENSP00000493877,ENST00000644725,440387,,Hs.610926,Q6GPI1
CDSN,ENSG00000204539,ENSP00000365465,ENST00000376288,1041,IPI00386809,Hs.310958,Q15517
MYBBP1A,ENSG00000132382,,,10514,,Hs.22824,Q9BQG0
NUTM2G,ENSG00000188152,,,441457,,Hs.652383,Q5VZR2
unassigned,,,,,,,
CA5B,ENSG00000169239,,,11238,,Hs.653287,A0A024RBW9
ARHGEF9,ENSG00000131089,,,23229,,Hs.54697,O43307
PPM1N,ENSG00000213889,,,147699,,Hs.532872,Q8N819
SLC41A2,ENSG00000136052,ENSP00000258538,ENST00000258538,84102,,Hs.577463,Q96JW4
PDE5A,ENSG00000138735,,,8654,,Hs.647971,O76074
TP53I3,ENSG00000115129,,,9540,,Hs.50649,Q53FA7
KMT5C,ENSG00000133247,,,84787,,Hs.590982,Q86Y97
ZNF708,ENSG00000182141,,,7562,,Hs.466296,P17019
C1GALT1C1,ENSG00000171155,ENSP00000304364,ENST00000304661,29071,,Hs.643920,Q96EU7
DOK7,ENSG00000175920,,,285489,,Hs.122110,Q18PE1
TSPAN18,ENSG00000157570,,,90139,,Hs.385634,Q96SJ8
unassigned,,,,,,,
SOCS1,ENSG00000185338,ENSP00000329418,ENST00000332029,8651,,Hs.50640,O15524
ZBTB38,ENSG00000177311,,,253461,,Hs.518301,Q8NAP3
RAPGEF6,ENSG00000158987,,,51735,IPI00872771,Hs.483329,B2RTU6
DAZ1,ENSG00000188120,,,1617,,Hs.70936,A0A140VJH5
TMEM170B,ENSG00000205269,ENSP00000368737,ENST00000379426,100113407,,Hs.146317,Q5T4T1
KRTAP9-1,ENSG00000240542,ENSP00000381488,ENST00000398470,728318,IPI00743666,Hs.727478,A8MXZ3
MYO1H,ENSG00000174527,ENSP00000474025,ENST00000543960,283446,,Hs.512008,B4DNW6
RTN4RL2,ENSG00000186907,ENSP00000335397,ENST00000335099,349667,,Hs.502618,Q86UN3
GAPT,ENSG00000175857,ENSP00000423113,ENST00000502276,202309,,Hs.547697,A0A024QZS2
KRTDAP,ENSG00000188508,,,388533,IPI00885075,Hs.112457,P60985
CBLB,ENSG00000114423,,,868,IPI00382825,Hs.430589,Q13191
RAD51AP1,ENSG00000111247,,,10635,,Hs.730696,Q96B01
KPNA4,ENSG00000186432,ENSP00000334373,ENST00000334256,3840,IPI00012578,Hs.467866,O00629
AHCTF1,ENSG00000153207,,,25909,,Hs.300887,Q8WYP5
RHOJ,ENSG00000126785,,,57381,,Hs.656339,A0A024R692
RABGGTB,ENSG00000137955,,,5876,IPI01013423,Hs.78948,A8KAJ2
MED25,ENSG00000104973,,,81857,,Hs.656639,Q71SY5
ESF1,ENSG00000089048,,,51575,,Hs.369284,Q9H501
RPH3A,ENSG00000089169,,,22895,,Hs.21239,Q9Y2J0
OR8U1,ENSG00000172199,ENSP00000304188,ENST00000302270,219417,,Hs.553618,Q8NH10
GRAMD1B,ENSG00000023171,,,57476,,Hs.144725,Q3KR37
EGR3,ENSG00000179388,ENSP00000318057,ENST00000317216,1960,,Hs.534313,B4DH80
CLEC4M,ENSG00000104938,,,10332,,Hs.421437,B4E2Z5
ZIM2,ENSG00000269699,ENSP00000472306,ENST00000593711,23619,,Hs.731875,A0A024R4S8
WDR59,ENSG00000103091,,,79726,,Hs.280951,Q6PJI9
RAMP2,ENSG00000131477,,,10266,,Hs.514193,A0A024R1Z2
ZC2HC1A,ENSG00000104427,,,51101,,Hs.271876,B2R9B8
MAPK15,ENSG00000181085,ENSP00000483093,ENST00000615253,225689,,Hs.493169,Q8TD08
RS1,ENSG00000102104,ENSP00000369320,ENST00000379984,6247,,Hs.715725,O15537
NACAP1,,,,,,,
CFAP73,ENSG00000186710,,,387885,IPI00374450,Hs.486856,A6NFT4
VDAC1,ENSG00000213585,,,7416,,Hs.519320,A0A1L1UHR1
TRAV8-2,,,,28684,,,
MMGT1,ENSG00000169446,ENSP00000306220,ENST00000305963,93380,IPI00922265,Hs.110702,Q8N4V1
TRAJ32,,,,28723,,,
OTULIN,ENSG00000154124,ENSP00000427016,ENST00000503023,90268,,Hs.406335,Q96BN8
TTC39B,ENSG00000155158,,,158219,,Hs.563630,Q5VTQ0
AGR2,ENSG00000106541,,,10551,,Hs.530009,O95994
RPL14,ENSG00000188846,,,9045,,Hs.446522,P50914
TRIM32,ENSG00000119401,,,22954,,Hs.591910,A0A024R843
MS4A18,ENSG00000214782,ENSP00000431607,ENST00000529108,728588,,Hs.739039,
SFR1,ENSG00000156384,,,119392,,Hs.93667,Q86XK3
ACTR10,ENSG00000131966,,,55860,,Hs.509451,Q9NZ32
ZNF595,ENSG00000272602,ENSP00000477392,ENST00000610261,152687,,Hs.709469,A0A075B7G4
KRT24,ENSG00000167916,ENSP00000264651,ENST00000264651,192666,,Hs.87383,Q2M2I5
ADAMTSL4-AS1,ENSG00000203804,,,574406,,Hs.516243,
CHDH,ENSG00000016391,,,55349,,Hs.126688,Q8NE62
ORAI2,ENSG00000160991,,,80228,,Hs.363308,Q96SN7
LRRC3B,ENSG00000179796,,,116135,,Hs.517868,A0A024R2R0
IGFL4,ENSG00000204869,ENSP00000366926,ENST00000377697,444882,IPI00457301,Hs.531310,Q6B9Z1
ZCCHC18,ENSG00000166707,,,644353,,Hs.648338,P0CG32
HES6,ENSG00000144485,,,55502,,Hs.42949,Q96HZ4
GALE,ENSG00000117308,,,2582,IPI00553131,Hs.632380,Q14376
SNX25,ENSG00000109762,,,83891,,Hs.369091,Q9H3E2
BCKDHA,ENSG00000248098,,,593,IPI00910865,Hs.433307,A0A024R0K3
TMEM92,ENSG00000167105,ENSP00000300433,ENST00000300433,162461,,Hs.224630,Q6UXU6
NR1I2,ENSG00000144852,,,8856,,Hs.7303,O75469
IGHV3-30-3,,,,57290,,,
GPR12,ENSG00000132975,ENSP00000384932,ENST00000405846,2835,IPI00026228,Hs.123034,A8K2F5
unassigned,,,,,,,
RNF170,ENSG00000120925,,,81790,,Hs.491626,Q96K19
MCTP2,ENSG00000140563,,,55784,,Hs.33368,Q6DN12
MBP,ENSG00000197971,,,4155,,Hs.551713,P02686
EPB41L2,ENSG00000079819,,,2037,,Hs.486470,I6L9B1
FAM161B,ENSG00000156050,ENSP00000450889,ENST00000556794,145483,,Hs.550547,Q96MY7
RDH8,ENSG00000080511,ENSP00000466058,ENST00000591589,50700,,Hs.675522,K7ELF7
E2F6,ENSG00000169016,,,1876,,Hs.603093,O75461
LAMA5,ENSG00000130702,,,3911,IPI00783665,Hs.473256,O15230
TCF24,ENSG00000261787,ENSP00000455444,ENST00000563496,100129654,,Hs.120040,Q7RTU0
ADGRG7,ENSG00000144820,ENSP00000273352,ENST00000273352,84873,,Hs.334511,B7Z303
RAB9A,ENSG00000123595,ENSP00000420127,ENST00000464506,9367,,Hs.495704,A0A024RBV5
PCDHB10,ENSG00000120324,ENSP00000239446,ENST00000239446,56126,,Hs.657953,Q9UN67
TCTN1,ENSG00000204852,,,79600,,Hs.211511,B4DIB9
FOXP4,ENSG00000137166,,,116113,,Hs.131436,Q8IVH2
ZFHX3,ENSG00000140836,,,463,IPI00219003,Hs.598297,Q15911
DUS4L,ENSG00000105865,ENSP00000492533,ENST00000639779,11062,,Hs.97627,A4D0R5
CTPS1,ENSG00000171793,,,1503,,Hs.473087,B4E1E0
METTL24,ENSG00000053328,ENSP00000344071,ENST00000338882,728464,IPI00641651,Hs.634429,Q5JXM2
ATRIP,ENSG00000164053,,,84126,,Hs.694840,Q8WXE1
ETNK2,ENSG00000143845,,,55224,,Hs.497469,A0A024R976
AHCY,ENSG00000101444,,,191,IPI00012007,Hs.388004,P23526
DDX39B,ENSG00000198563,,,7919,,Hs.254042,A0A024RCM3
PTPRT,ENSG00000196090,,,11122,,Hs.526879,O14522
SOX21,ENSG00000125285,ENSP00000366144,ENST00000376945,11166,,Hs.187577,Q9Y651
RALGPS1,ENSG00000136828,,,9649,,Hs.432842,Q5JS13
MYOT,ENSG00000120729,ENSP00000239926,ENST00000239926,9499,,Hs.84665,Q9UBF9
FST,ENSG00000134363,,,10468,,Hs.9914,P19883
HRASLS,ENSG00000127252,ENSP00000264735,ENST00000264735,57110,,Hs.36761,Q86WS9
SNAPC4,ENSG00000165684,ENSP00000298532,ENST00000298532,6621,IPI00158992,Hs.113265,A0A024R8F4
GPRC6A,ENSG00000173612,ENSP00000309493,ENST00000310357,222545,,Hs.266745,Q5T6X5
TP53TG3,ENSG00000183632,,,24150,,Hs.592038,Q9ULZ0
FXYD7,ENSG00000221946,ENSP00000466915,ENST00000586063,53822,IPI00067920,Hs.134729,P58549
FUT5,ENSG00000130383,ENSP00000466880,ENST00000588525,2527,IPI00009211,Hs.631843,K7ENC0
GRB7,ENSG00000141738,,,2886,IPI00939546,Hs.86859,A0A0S2Z4F6
LARS2,ENSG00000011376,,,23395,,Hs.526975,Q15031
ADCY6,ENSG00000174233,,,112,IPI00220444,Hs.525401,O43306
EFL1,ENSG00000140598,,,79631,,Hs.459114,Q7Z2Z2
RPS29,ENSG00000213741,,,6235,,Hs.156367,P62273
SPTA1,ENSG00000163554,,,6708,IPI00220741,Hs.119825,P02549
STMN2,ENSG00000104435,,,11075,,Hs.521651,Q93045
CSF1R,ENSG00000182578,,,1436,IPI00011218,Hs.586219,P07333
TRAJ2,,,,28753,,,
COL5A3,ENSG00000080573,ENSP00000264828,ENST00000264828,50509,,Hs.235368,P25940
OR4N2,ENSG00000176294,ENSP00000451462,ENST00000557414,390429,,Hs.512490,A0A126GVT2
DCTN5,ENSG00000166847,ENSP00000300087,ENST00000300087,84516,,Hs.435941,Q9BTE1
FJX1,ENSG00000179431,ENSP00000400223,ENST00000317811,24147,,Hs.39384,Q86VR8
CMTR1,ENSG00000137200,,,23070,,Hs.520102,Q8N1G2
ZACN,ENSG00000186919,,,353174,,Hs.714919,Q401N2
SH2D2A,ENSG00000027869,,,9047,,Hs.103527,Q5UBZ2
unassigned,,,,,,,
BRAT1,ENSG00000106009,,,221927,,Hs.520623,Q6PJG6
TDRKH,ENSG00000182134,,,11022,,Hs.144439,Q9Y2W6
CAPRIN1,ENSG00000135387,,,4076,,Hs.471818,Q14444
RNF113A,ENSG00000125352,ENSP00000360497,ENST00000371442,7737,,Hs.458365,O15541
ATXN7,ENSG00000163635,ENSP00000418203,ENST00000474513,6314,,Hs.476595,O15265
TOX3,ENSG00000103460,,,27324,,Hs.132574,O15405
TBC1D3L,ENSG00000274512,ENSP00000479577,ENST00000617678,101060376,,Hs.454716,B9A6J9
KBTBD2,ENSG00000170852,,,25948,,Hs.372541,A0A024RA38
KRTAP5-4,ENSG00000241598,ENSP00000382590,ENST00000399682,387267,IPI00438001,Hs.539087,Q6L8H1
GNG2,ENSG00000186469,ENSP00000451279,ENST00000553432,54331,IPI00470619,Hs.187772,P59768
PLD3,ENSG00000105223,,,23646,,Hs.257008,A0A024R0Q4
FAM236A,ENSG00000275520,ENSP00000490197,ENST00000593662,100129407,,Hs.512473,A0A1B0GUQ0
KCP,ENSG00000135253,,,375616,IPI00914663,Hs.371746,Q6ZWJ8
ZNF479,ENSG00000185177,,,90827,,Hs.616660,Q96JC4
PCDHGA3,ENSG00000254245,ENSP00000479265,ENST00000619750,56112,,Hs.368160,Q9Y5H0
IPPK,ENSG00000127080,ENSP00000287996,ENST00000287996,64768,,Hs.459896,Q9H8X2
TRHDE,ENSG00000072657,ENSP00000261180,ENST00000548156,29953,,Hs.199814,Q9UKU6
PRR15L,ENSG00000167183,ENSP00000300557,ENST00000300557,79170,,Hs.368260,A0A140VJT1
unassigned,,,,,,,
USMG5,,,,,,,
GZMM,ENSG00000197540,ENSP00000476255,ENST00000592501,3004,IPI00016282,Hs.465511,P51124
TNFRSF4,ENSG00000186827,,,7293,,Hs.129780,P43489
KCNQ3,ENSG00000184156,,,3786,IPI00012857,Hs.374023,O43525
ARSB,ENSG00000113273,,,411,IPI00306576,Hs.149103,A0A024RAJ9
TCIRG1,ENSG00000110719,ENSP00000265686,ENST00000265686,10312,,Hs.495985,A0A024R5E5
AMMECR1L,ENSG00000144233,ENSP00000272647,ENST00000272647,83607,,Hs.546449,A0A024RAG1
RCAN3,ENSG00000117602,,,11123,,Hs.656799,A0A024RAH2
KCNIP2,ENSG00000120049,,,30819,,Hs.97044,B3KSZ5
PLCH2,ENSG00000149527,ENSP00000487140,ENST00000627854,9651,,Hs.170156,O75038
GAB3,ENSG00000160219,,,139716,,Hs.496982,Q8WWW8
PIK3R1,ENSG00000145675,,,5295,IPI00021448,Hs.132225,P27986
OR9G4,ENSG00000172457,ENSP00000493212,ENST00000641581,283189,IPI00169082,Hs.554521,Q8NGQ1
ADGRA3,ENSG00000152990,,,166647,,Hs.99195,Q8IWK6
OR5K4,ENSG00000196098,ENSP00000347003,ENST00000354924,403278,,Hs.554710,A6NMS3
SLC35A1,ENSG00000164414,,,10559,,Hs.423163,P78382
CT45A7,ENSG00000273696,ENSP00000482241,ENST00000610598,101060211,,Hs.535080,P0DMU7
ZNF490,ENSG00000188033,ENSP00000311521,ENST000003114370,57474,,Hs.655860,Q9ULM2
AMTN,ENSG00000187689,ENSP00000341013,ENST00000339336,401138,,Hs.453069,Q6UX39
RWDD2A,ENSG00000013392,ENSP00000358739,ENST00000369724,112611,IPI00296536,Hs.423336,B4DZK9
LRRC71,ENSG00000160838,,,149499,,Hs.491734,A8K8H7
unassigned,,,,,,,
KCNC1,ENSG00000129159,ENSP00000368785,ENST00000379472,3746,IPI00010174,Hs.552896,P48547
OR10G2,ENSG00000255582,ENSP00000445383,ENST00000542433,26534,,Hs.554580,
TMEM236,ENSG00000148483,ENSP00000366715,ENST00000377495,653567,,Hs.564139,Q5W0B7
TLCD1,ENSG00000160606,,,116238,,Hs.499952,Q96CP7
KIR2DS5,ENSG00000274563,ENSP00000481293,ENST00000619788,3810,IPI00844373,Hs.744266,
PBX3,ENSG00000167081,,,5090,IPI00215867,Hs.428027,P40426
NDUFA9,ENSG00000139180,,,4704,,Hs.75227,Q16795
SPRR2E,ENSG00000203785,ENSP00000357739,ENST00000368750,6704,IPI00386597,Hs.568518,P22531
GOLGA6L9,ENSG00000197978,ENSP00000481078,ENST00000558668,440295,,Hs.498322,A6NEM1
HS1BP3,ENSG00000118960,,,64342,,Hs.531785,Q53T59
MTRNR2L4,ENSG00000232196,ENSP00000382856,ENST00000399974,100463285,,Hs.639648,P0CJ71
RIMS1,ENSG00000079841,,,22999,,Hs.485729,Q3ZCW0
ZMYND19,ENSG00000165724,ENSP00000298585,ENST00000298585,116225,,Hs.128096,Q96E35
GVQW2,ENSG00000279968,ENSP00000493046,ENST00000624173,100507462,,Hs.571054,A0A096LPI5
SLC20A1,ENSG00000144136,,,6574,IPI00023035,Hs.187946,A7LNJ1
TBX19,ENSG00000143178,,,9095,,Hs.716656,B3KRD9
KLHL38,ENSG00000175946,ENSP00000321475,ENST00000325995,340359,,Hs.450252,Q2WGJ6
RFPL2,ENSG00000128253,,,10739,,Hs.157427,O75678
NUDT8,ENSG00000167799,ENSP00000301490,ENST00000301490,254552,IPI00607555,Hs.433329,Q8WV74
SPTLC3,ENSG00000172296,,,55304,,Hs.425023,Q9NUV7
SCAF1,ENSG00000126461,,,58506,,Hs.103521,Q9H7N4
PGP,ENSG00000184207,ENSP00000330918,ENST00000333503,283871,,Hs.442634,A6NDG6
ANKRD36BP1,ENSG00000214262,,ENST00000358576,84832,,Hs.537067,
S1PR4,ENSG00000125910,ENSP00000246115,ENST00000591346,8698,,Hs.662006,O95977
SAPCD1,ENSG00000228727,ENSP00000408918,ENST00000433778,401251,,Hs.371225,A0A1U9X8I8
C2orf80,ENSG00000188674,,,389073,IPI00374194,Hs.198416,Q0P641
TMEM200B,ENSG00000253304,ENSP00000428459,ENST00000521452,399474,,Hs.712722,Q69YZ2
CCNK,ENSG00000090061,,,8812,,Hs.510409,A0A024R6K1
KIF5C,ENSG00000168280,ENSP00000480293,ENST00000616530,3800,IPI00028561,Hs.435557,O60282
ALMS1,ENSG00000116127,,,7840,,Hs.184720,Q8TCU4
HIF1A,ENSG00000100644,,,3091,IPI00788876,Hs.597216,Q16665
TRBV7-7,,,,28591,,,
C1orf115,ENSG00000162817,ENSP00000294889,ENST00000294889,79762,,Hs.519839,Q9H7X2
TTBK2,ENSG00000128881,,,146057,,Hs.646511,Q6IQ55
ADAM2,ENSG00000104755,ENSP00000484999,ENST00000613160,2515,IPI00019173,Hs.177959,Q99965
ELAVL1,ENSG00000066044,,,1994,,Hs.184492,Q15717
SEC11A,ENSG00000140612,,,23478,,Hs.9534,P67812
TUBGCP4,ENSG00000137822,,,27229,,Hs.584887,Q9UGJ1
MTERF3,ENSG00000156469,ENSP00000429400,ENST00000523821,51001,,Hs.308613,E5RIK9
NWD2,ENSG00000174145,ENSP00000309501,ENST00000309447,57495,,Hs.4280,Q9ULI1
KERA,ENSG00000139330,ENSP00000266719,ENST00000266719,11081,,Hs.125750,O60938
PI4KB,ENSG00000143393,,,5298,IPI00002591,Hs.632465,Q9UBF8
HOXB3,ENSG00000120093,,,3213,IPI00027259,Hs.654560,P14651
PAPOLB,ENSG00000218823,ENSP00000384700,ENST00000404991,56903,,Hs.487409,A4D1Z6
ZNF121,ENSG00000197961,,,7675,,Hs.501537,P58317
FAM71B,ENSG00000170613,ENSP00000305596,ENST00000302938,153745,,Hs.666099,A0A140VJJ4
TEAD4,ENSG00000197905,ENSP00000351184,ENST00000358409,7004,,Hs.94865,Q15561
unassigned,,,,,,,
EIF2S3,ENSG00000130741,,,1968,,Hs.539684,P41091
LRMDA,ENSG00000148655,,,83938,,Hs.118161,A0A087WWI0
ZNF607,ENSG00000198182,,,84775,,Hs.116622,Q96SK3
TMEM33,ENSG00000109133,,,55161,,Hs.31082,A0A024R9W7
GLUD1,ENSG00000148672,ENSP00000277865,ENST00000277865,2746,IPI00016801,Hs.500409,P00367
ART1,ENSG00000129744,ENSP00000250693,ENST00000529556,417,IPI00006067,Hs.382188,P52961
ALKBH4,ENSG00000160993,ENSP00000292566,ENST00000292566,54784,,Hs.658598,Q9NXW9
SIDT1,ENSG00000072858,,,54847,,Hs.591291,Q9NXL6
GAS2L3,ENSG00000139354,,,283431,,Hs.20575,A0A024RBF4
XPC,ENSG00000154767,,,7508,,Hs.475538,Q01831
PARD6G,ENSG00000178184,,,84552,,Hs.654920,Q9BYG4
PRKAG2,ENSG00000106617,,,51422,,Hs.647072,Q9UGJ0
FAM90A12P,,,,645879,,,
HAO2,ENSG00000116882,,,51179,,Hs.659767,Q9NYQ3
C12orf54,ENSG00000177627,,,121273,,Hs.98202,A0A024R0Z1
FAM90A10P,,,,441328,,Hs.694406,
MAGEA2,ENSG00000268606,ENSP00000484290,ENST00000620710,4101,,Hs.534597,A0A024RC17
OR8H2,ENSG00000181767,ENSP00000323982,ENST00000313503,390151,,Hs.553744,Q8N162
NOTCH3,ENSG00000074181,ENSP00000263388,ENST00000263388,4854,,Hs.8546,Q9UM47
KLHL18,ENSG00000114648,,,23276,,Hs.517946,A0A024R2T4
SPRR2F,ENSG00000244094,ENSP00000418193,ENST00000468739,6705,IPI00045418,Hs.490252,Q96RM1
SYNGR3,ENSG00000127561,,,9143,,Hs.435277,O43761
SAMD15,ENSG00000100583,ENSP00000450941,ENST00000533095,161394,,Hs.421961,Q9P1V8
RGS8,ENSG00000135824,,,85397,,Hs.20982,P57771
CCDC8,ENSG00000169515,ENSP00000496828,ENST00000648726,83987,,Hs.97876,G8IFA7
PPP1R3G,ENSG00000219607,ENSP00000393832,ENST00000405617,648791,IPI00887016,Hs.653089,B7ZBB8
KIDINS220,ENSG00000134313,,,57498,,Hs.9873,Q9ULH0
LRRIQ3,ENSG00000162620,,,127255,,Hs.644625,A6PVS8
KHDC1,ENSG00000135314,,,80759,,Hs.433062,Q4VXA5
TDRD12,ENSG00000173809,,,91646,,Hs.646351,Q587J7
PSG4,ENSG00000243137,ENSP00000384770,ENST00000405312,5672,IPI00930527,Hs.711363,B3KQL2
FRMD6-AS1,ENSG00000273888,,,145438,,Hs.645410,
LRRC1,ENSG00000137269,,,55227,,Hs.606493,Q9BTT6
DNAJC21,ENSG00000168724,,,134218,,Hs.131887,Q5F1R6
FHAD1,ENSG00000142621,,,114827,,Hs.659997,B1AJZ9
PLEK2,ENSG00000100558,ENSP00000216446,ENST00000216446,26499,IPI00009302,Hs.170473,Q9NYT0
ZNF774,ENSG00000196391,,,342132,,Hs.55307,Q6NX45
ZIC3,ENSG00000156925,,,7547,,Hs.111227,O60481
ADAD2,ENSG00000140955,,,161931,,Hs.8977,Q8NCV1
FAM221B,ENSG00000204930,ENSP00000373602,ENST00000388950,392307,,Hs.128075,A6H8Z2
OR2G6,ENSG00000188558,ENSP00000493355,ENST00000641804,391211,,Hs.553784,A0A126GW53
ZNF430,ENSG00000118620,ENSP00000487036,ENST00000627644,80264,,Hs.729202,A8K360
CENPV,ENSG00000166582,ENSP00000462377,ENST00000472570,201161,,Hs.433422,Q7Z7K6
TTI2,ENSG00000129696,,,80185,,Hs.77135,Q6NXR4
TTC27,ENSG00000018699,,,55622,,Hs.468125,B4DRC7
EBF3,ENSG00000108001,,,253738,,Hs.591374,Q9H4W6
BPIFC,ENSG00000184459,ENSP00000380594,ENST00000397452,254240,,Hs.372939,Q8NFQ6
DHRS12,ENSG00000102796,,,79758,,Hs.266728,A0PJE2
MRM2,ENSG00000122687,,,29960,,Hs.279877,Q9UI43
ADAM7,ENSG00000069206,,,8756,,Hs.116147,Q9H2U9
AXDND1,ENSG00000162779,,,126859,,Hs.658505,Q5T1B0
ELAC2,ENSG00000006744,,,60528,,Hs.434232,Q9BQ52
CYB5RL,ENSG00000215883,,,606495,IPI00893503,Hs.591426,Q6IPT4
RAB40B,ENSG00000141542,,,10966,,Hs.484068,Q12829
NFYB,ENSG00000120837,ENSP00000240055,ENST00000240055,4801,,Hs.84928,A0A024RBG7
BPY2,ENSG00000183753,,,9083,,Hs.664724,O14599
CSK,ENSG00000103653,,,1445,IPI00013212,Hs.77793,A8K3B6
POLR3GL,ENSG00000121851,,,84265,,Hs.591456,A6NGX6
CCT2,ENSG00000166226,,,10576,,Hs.189772,P78371
UQCRQ,ENSG00000164405,,,27089,,Hs.146602,O14949
GDA,ENSG00000119125,,,9615,,Hs.494163,Q9Y2T3
TET1,ENSG00000138336,ENSP00000362748,ENST00000373644,80312,,Hs.258855,Q8NFU7
QRFP,ENSG00000188710,ENSP00000485512,ENST00000623824,347148,,Hs.660704,P83859
