"GID","UNIPROT"
"NCU09564","P15710"
"NCU09643","Q7S279"
"NCU03771","Q7RVU1"
"NCU03381","F5HDG6"
"NCU09692","Q1K6J8"
"NCU08045","Q7SAJ6"
"NCU04388","Q7RZ85"
"NCU11188","A7UVV8"
"NCU09367","Q7SCR6"
"NCU10397","A7UWS6"
"NCU04355","Q7RW65"
"NCU02295","Q7S575"
"NCU09510","Q7S1Q5"
"NCU01783","Q1K5P7"
"NCU09135","V5IR48"
"NCU02200","Q7S4C1"
"NCU07320","Q7SA42"
"NCU02137","Q7SE39"
"NCU04699","Q7S5W9"
"NCU02302","Q7S568"
"NCU05098","Q1K5N5"
"NCU03695","Q1K800"
"NCU01004","Q1K8E2"
"NCU05818","Q7S5M5"
"NCU00135","U9W8C3"
"NCU02785","P80576"
"NCU09817","Q7SCQ0"
"NCU05548","Q7S715"
"NCU07458","Q7SD48"
"NCU02005","Q7SFM7"
"NCU00478","U9W570"
"NCU08153","Q7S495"
"NCU09873","Q7RVS9"
"NCU04111","Q1K7N5"
"NCU10058","Q7SCJ9"
"NCU07914","P38667"
"NCU04016","Q1K613"
"NCU07258","Q7S957"
"NCU11201","A7UVY8"
"NCU05116","Q1K5M3"
"NCU06256","Q7SB57"
"NCU09489","Q7SBZ4"
"NCU02252","Q7S5B2"
"NCU01845","V5IN65"
"NCU00656","Q7SHZ6"
"NCU06626","Q7S9P0"
"NCU06969","Q7SAI0"
"NCU01266","Q7S7C6"
"NCU02175","Q7SE08"
"NCU11415","A7UXE0"
"NCU06245","Q7SBR2"
"NCU06123","Q7S5G5"
"NCU05151","Q1K591"
"NCU10400","A7UX57"
"NCU06342","Q7S9W4"
"NCU03955","Q7RZB3"
"NCU03670","Q1K812"
"NCU00880","Q7SFF1"
"NCU04478","Q7RYC9"
"NCU02416","Q7S4E3"
"NCU03818","Q1K7F7"
"NCU00352","Q7RZL3"
"NCU07443","Q7SF11"
"NCU03592","Q7S7W1"
"NCU06281","Q7S836"
"NCU02829","Q7SCR9"
"NCU08671","Q7S8W4"
"NCU00581","Q7SI69"
"NCU09090","V5IRB7"
"NCU04237","Q7RVD1"
"NCU03194","Q7SGX5"
"NCU03166","Q1K910"
"NCU00177","Q7RXB0"
"NCU08685","Q7S8V0"
"NCU00843","Q7SD96"
"NCU04309","Q1K724"
"NCU09315","P20824"
"NCU03880","Q7RXH0"
"NCU01429","Q7RWH9"
"NCU06554","Q1K8F2"
"NCU02004","Q7SFM8"
"NCU02542","V5IP39"
"NCU04728","Q7S6H6"
"NCU06996","Q7SAF4"
"NCU00513","Q7SE60"
"NCU09841","Q7S0H0"
"NCU05876","Q7S532"
"NCU03316","Q7SEM8"
"NCU03021","Q7SGZ5"
"NCU00007","Q7RY98"
"NCU01996","Q7SFN5"
"NCU00090","Q7RVQ8"
"NCU09596","Q1K8H1"
"NCU04845","Q7S6J0"
"NCU04228","Q1K6U5"
"NCU06351","Q7S9V5"
"NCU05790","Q7S5Q3"
"NCU00552","P21334"
"NCU01903","Q7SHA3"
"NCU03369","Q7RX22"
"NCU04089","Q7RWM0"
"NCU00987","Q7SD37"
"NCU01680","P07038"
"NCU08273","Q7S8J4"
"NCU09337","Q7S130"
"NCU03497","Q1K4N9"
"NCU08380","V5IR54"
"NCU06660","Q871V2"
"NCU06682","Q7S7N1"
"NCU11414","A7UXD9"
"NCU09544","V5ILJ5"
"NCU03628","Q1K7Q6"
"NCU11235","V5IQR8"
"NCU06648","Q7S7I3"
"NCU03946","V5IL06"
"NCU04799","Q7S6N6"
"NCU00037","Q7RY68"
"NCU03311","Q7SEN3"
"NCU08852","Q7S7M3"
"NCU05291","Q7S907"
"NCU08022","Q7SAL9"
"NCU08983","Q7S2Y6"
"NCU04288","Q7S7P1"
"NCU02369","Q7S4V7"
"NCU03584","Q7S736"
"NCU06013","Q7S0Q5"
"NCU05011","Q7RWC7"
"NCU04865","Q7S380"
"NCU08399","V5IKV1"
"NCU09638","Q7S0T8"
"NCU02918","Q7SHI6"
"NCU07742","Q7S0V0"
"NCU08689","Q7S867"
"NCU02997","F5HAG8"
"NCU04473","Q7RYD4"
"NCU00911","Q7SCT2"
"NCU05995","P0CG70"
"NCU10292","Q6MW51"
"NCU05210","P33288"
"NCU04730","V5IKU0"
"NCU04065","Q7RZF3"
"NCU05201","Q7S9D1"
"NCU00158","Q7RXQ0"
"NCU16725","V5IMY9"
"NCU02456","Q7S450"
"NCU00790","Q1K927"
"NCU06449","Q3Y3Z0"
"NCU03426","Q1K5C2"
"NCU09543","Q7S2B8"
"NCU06610","Q7S9Q5"
"NCU00300","Q7RZR4"
"NCU02168","Q7SEP9"
"NCU11237","A7UW49"
"NCU09249","Q7SF61"
"NCU02264","V5IMP3"
"NCU03401","Q7RY10"
"NCU06941","Q7S0H5"
"NCU02837","Q7RUW6"
"NCU07654","Q7SAX8"
"NCU02696","Q7SH33"
"NCU07832","Q7SBD3"
"NCU02803","Q7SEL0"
"NCU07069","Q7S6F4"
"NCU04606","V5ILA1"
"NCU02716","Q7SGD3"
"NCU11251","V5IPW0"
"NCU01913","Q7SH93"
"NCU00348","Q7RZL7"
"NCU07866","Q7SBU3"
"NCU02728","Q7SGC1"
"NCU09254","Q7SF56"
"NCU03808","Q1K7G4"
"NCU01612","Q1K557"
"NCU06994","Q7SAF6"
"NCU02717","Q7SGD2"
"NCU00335","Q7RZM9"
"NCU01184","Q1K852"
"NCU06498","Q7RYH7"
"NCU00066","Q7RX84"
"NCU01954","Q7SDY3"
"NCU00592","Q7SI59"
"NCU04362","Q7RWR8"
"NCU08395","V5IMB3"
"NCU00664","Q7SHY8"
"NCU03799","Q1K7H1"
"NCU02966","Q1K953"
"NCU00396","Q7RYR4"
"NCU03007","Q7RUX3"
"NCU01950","Q7SDY6"
"NCU07862","Q7SBU7"
"NCU08036","Q7SAK5"
"NCU00361","Q7RZK5"
"NCU02685","Q7SH44"
"NCU09710","Q7S2R6"
"NCU00468","U9W8P4"
"NCU03907","Q1K600"
"NCU04485","Q7RYC2"
"NCU08668","Q7S8W7"
"NCU09094","Q7SFQ6"
"NCU07956","Q7S929"
"NCU01503","Q1K5K8"
"NCU00737","Q7SEE1"
"NCU04777","Q7S632"
"NCU05767","Q7S4Q6"
"NCU02767","Q7SE27"
"NCU05200","Q7S9D2"
"NCU02712","Q7SH17"
"NCU06785","Q8X097"
"NCU03910","Q9P5L0"
"NCU05426","Q9P5P0"
"NCU06207","Q7SBB6"
"NCU02515","Q7SHU8"
"NCU04646","Q8NIZ4"
"NCU08563","Q01277"
"NCU04190","Q9HE88"
"NCU02582","Q92253"
"NCU02305","Q7S565"
"NCU16019","Q36580"
"NCU16009","Q35134"
"NCU16010","Q35135"
"NCU16011","Q35136"
"NCU16014","Q35127"
"NCU03899","Q96U60"
"NCU06568","Q7S9H0"
"NCU05312","Q7S8M2"
"NCU11159","Q873B7"
"NCU02100","Q7SDN3"
"NCU01605","Q9P601"
"NCU03759","Q9C2H9"
"NCU00227","Q7RZY4"
"NCU06764","Q8X077"
"NCU01368","Q9P6U7"
"NCU04127","Q9C2D4"
"NCU06550","Q9C1K6"
"NCU03711","Q9C2L8"
"NCU01614","Q9P5Z8"
"NCU06054","Q7S4Z6"
"NCU16534","Q9P3K8"
"NCU00027","Q7RY78"
"NCU01115","Q9P6Y2"
"NCU08032","Q7SAK9"
"NCU08510","Q7SC91"
"NCU01674","Q9P6A5"
"NCU11288","A7UWH7"
"NCU00112","Q7RYL6"
"NCU06397","V5IQ46"
"NCU04213","Q1K7C5"
"NCU03310","Q7SEN4"
"NCU09239","Q7SF71"
"NCU02936","Q7SHG8"
"NCU07415","Q7S1F8"
"NCU00721","Q7SES5"
"NCU04468","Q7RYD9"
"NCU03445","Q1K5A8"
"NCU09892","Q7S207"
"NCU04449","Q7RWB7"
"NCU01417","Q7S7A6"
"NCU06524","Q7S8A3"
"NCU07367","Q7S2J5"
"NCU07447","Q7SF08"
"NCU05620","V5IN29"
"NCU09366","Q7SCR7"
"NCU10061","Q7S051"
"NCU03972","Q7RZ97"
"NCU02374","Q7S4V3"
"NCU06712","Q1K6X9"
"NCU02493","Q7SG71"
"NCU05942","Q7S2D6"
"NCU06440","U9W2Y4"
"NCU05295","Q7S903"
"NCU07365","Q7S0B8"
"NCU03304","Q7SEN9"
"NCU09290","Q7S0Q9"
"NCU09309","Q7SD84"
"NCU08605","Q7SDF7"
"NCU00359","Q7RZK7"
"NCU00567","P54898"
"NCU02565","Q7SHQ0"
"NCU00183","Q7RXA4"
"NCU01669","Q1K5I1"
"NCU01613","V5INM3"
"NCU07459","Q7SD47"
"NCU08111","Q7SCW9"
"NCU07159","Q1K5X6"
"NCU07726","Q7S8R3"
"NCU05078","Q7RWK6"
"NCU04787","Q7S6P8"
"NCU07267","Q01358"
"NCU08408",
"NCU02082","Q7SEY2"
"NCU08388","Q7SD63"
"NCU09223","Q7S399"
"NCU03739","Q92249"
"NCU08981",
"NCU09161","Q7S354"
"NCU00675","Q7SHX8"
"NCU03278","Q7SDX7"
"NCU03908","Q9P5L2"
"NCU09000","Q7S2X0"
"NCU10034","Q7S0A1"
"NCU04035","Q7RZI0"
"NCU07062","Q7S6G1"
"NCU08177","V5IMR4"
"NCU07880","Q7SB13"
"NCU04143","Q1K7L4"
"NCU04326","Q1K714"
"NCU06685","V5IMK9"
"NCU04335","Q7RX41"
"NCU07460","Q7SD46"
"NCU06544","P87253"
"NCU05260","V5IQQ2"
"NCU02245","Q7S434"
"NCU04279","Q7RVT8"
"NCU04755","Q7S698"
"NCU09202","V5IRN0"
"NCU04185","V5ILY7"
"NCU00230","Q7RZY1"
"NCU07872","Q7SBT7"
"NCU03465","Q7RWJ2"
"NCU00487","Q7RWU0"
"NCU02372","Q7S4V4"
"NCU04602","V5ILY6"
"NCU04150","Q7S7U0"
"NCU04775","Q7S634"
"NCU08445","Q872S3"
"NCU00101","Q7RYM7"
"NCU11185","U9W3E6"
"NCU03495","Q1K4P5"
"NCU00434","Q7RXS5"
"NCU04600","V5INS2"
"NCU00954","Q7SGG8"
"NCU08385","Q7SD66"
"NCU00488","A7UVV2"
"NCU09377","V5IPN6"
"NCU09310","V5IQX9"
"NCU00651","Q7SI01"
"NCU08895","Q870V7"
"NCU02528","Q7SHT5"
"NCU06022","P11634"
"NCU08823","P22126"
"NCU03616","Q01387"
"NCU06447","Q7RYX0"
"NCU04990","Q7S031"
"NCU09610","Q9P5X6"
"NCU05589","Q7S6X4"
"NCU00034","U9W347"
"NCU03678","Q96UB6"
"NCU07693","Q7S9L2"
"NCU02117","Q7SCY7"
"NCU06708","Q1K6Y2"
"NCU07658","Q7SAX4"
"NCU04943","Q7S3S4"
"NCU04063","Q7RZF5"
"NCU01318","Q9C284"
"NCU02391","Q7S4P3"
"NCU06738","Q873A1"
"NCU08897","Q870W0"
"NCU08379","Q7SGN7"
"NCU02723","Q7SGC6"
"NCU02257","Q7S5A7"
"NCU00311","Q7RZQ3"
"NCU05276","Q7S8K9"
"NCU06367","Q7S9T9"
"NCU05521","V5ILG0"
"NCU06702","Q871R7"
"NCU06141","Q7S5E7"
"NCU16396","V5IRM0"
"NCU03846","V5IKY9"
"NCU04153","Q1K7K6"
"NCU06428","Q7RYY7"
"NCU01784","V5IR27"
"NCU01777","Q1K5Q2"
"NCU01543","Q7RWZ1"
"NCU09380","Q7SCW4"
"NCU01760","F5HHH7"
"NCU08310","Q7SA78"
"NCU04195","Q1K7D7"
"NCU08178","Q7S4B5"
"NCU06918","Q7S3D5"
"NCU01882","V5IRE8"
"NCU04625","Q1K628"
"NCU07669","Q7S9N1"
"NCU09649","V5IM44"
"NCU08643","Q7S852"
"NCU07913","Q7SA04"
"NCU00582","Q7SI68"
"NCU03603","Q8X0J4"
"NCU03188","Q7SGY1"
"NCU08919","Q872I5"
"NCU03718","Q9C2M6"
"NCU06436","Q7RYY1"
"NCU10732","P0C582"
"NCU08699","Q92247"
"NCU09548","Q7S2B3"
"NCU05598","P78710"
"NCU04584","Q872F4"
"NCU05805","Q7S5N8"
"NCU06424","Q7RYZ1"
"NCU04040","Q7RZH5"
"NCU16001","Q35137"
"B8J22.070",
"NCU02684","Q7SH45"
"NCU16682","U9WGY3"
"NCU11324","V5IR65"
"NCU04585","Q1K654"
"NCU03221","Q7SGU8"
"NCU08287","Q7S8A6"
"NCU00153","Q7RXQ5"
"NCU03579","Q1K4S7"
"NCU09141","Q7S2K8"
"NCU07402","Q7S1L2"
"NCU08269","Q7S8J8"
"NCU05165","Q7S8G8"
"NCU06549","Q1K8F5"
"NCU10351","A7UXB4"
"NCU05264","Q7S8C1"
"NCU06471","Q12641"
"NCU02505","Q7SHV6"
"NCU02397","Q7S4N8"
"NCU02193","P33287"
"NCU03004","Q1K937"
"NCU06482","Q7RYJ2"
"NCU06760","Q7SCC3"
"NCU03796","Q1K7H4"
"NCU00050","Q7RWS2"
"NCU04347","V5IQC2"
"NCU06075","Q7RVA8"
"NCU00076","U9WGM9"
"NCU04103","Q1K6V3"
"NCU09198","Q1K6E2"
"NCU03940","Q7RZB9"
"NCU01436","V5IPG4"
"NCU04654","Q1K6G1"
"NCU07015","V5IMX6"
"NCU03527","Q1K5E2"
"NCU06025","P11635"
"NCU06026","P11636"
"NCU06138","Q7S5F0"
"NCU06027","P11637"
"NCU06028","P11638"
"NCU04443","Q7RZ31"
"NCU01419","Q1K6M1"
"NCU05343","V5IP92"
"NCU01453","V5IPF6"
"NCU00889","Q7SFE2"
"NCU05288","Q7S909"
"NCU00895","Q7SFD7"
"NCU03191","Q7SGX8"
"NCU07542","Q7S306"
"NCU06585","Q7S8M9"
"NCU01409","Q7S7G6"
"NCU03207","Q7SGW2"
"NCU04789","Q7S6P6"
"NCU00443","U9W553"
"NCU03116","V5IQZ3"
"NCU09758","V5IQC8"
"NCU01782","Q7RYJ8"
"NCU06842","V5INE2"
"NCU05143","Q1K598"
"NCU03190","Q7SGX9"
"NCU06664","Q1K6Z0"
"NCU08598","Q7SDG4"
"NCU09439","Q7S1X6"
"NCU04242","Q9HEH1"
"NCU02401","Q7S4N4"
"NCU04414","Q7RZ60"
"NCU03536",
"NCU06030","V5ILG5"
"NCU06086","Q7S486"
"NCU06767","Q7SCC0"
"NCU10467","A7UWD6"
"NCU06769","Q8X082"
"NCU07717","Q7S8S2"
"NCU01460","A3RNI2"
"NCU03606","Q1K7R9"
"NCU08325","Q7RVX9"
"NCU04597","Q1K6C2"
"NCU04358","Q7RW62"
"NCU01506","Q9P5T3"
"NCU09151","Q7S0Z3"
"NCU02451","Q7S455"
"NCU01895","V5IP58"
"NCU02452","Q7S454"
"NCU04940","Q7S3S7"
"NCU06361","V5ING7"
"NCU09579","Q7S4M1"
"NCU08164","Q7S4I6"
"NCU08343","Q7SGS0"
"NCU09976","Q7S0L0"
"NCU01444","Q1K4R5"
"NCU03407","Q8X0M2"
"NCU08369","Q7SGP6"
"NCU08683","B2ZAG7"
"NCU02524","Q7SHT9"
"NCU06561","Q7RVX7"
"NCU09537","Q7S2C4"
"NCU10647","V5IPV2"
"NCU00553","Q7SF96"
"NCU00196","U9W4X6"
"NCU07688","V5INV2"
"NCU02131","V5IQ08"
"NCU00668","Q7SHY5"
"NCU06067","Q7S4Y3"
"NCU06839","V5IPC4"
"NCU01305","Q1K7W1"
"NCU02368","Q7S4V8"
"NCU02371","Q7S4V5"
"NCU06454","B2ZAG5"
"NCU01484","B2ZAG3"
"NCU01701","V5IPH8"
"NCU02197","Q7S4C4"
"NCU08313","Q7SA75"
"NCU03970",
"NCU07456","Q7SD50"
"NCU04339","Q7RX37"
"NCU05750","Q7S4S2"
"NCU09608","Q9P5X8"
"NCU00690","Q7SHW4"
"NCU08368","Q7SGP7"
"NCU03539","Q9UW15"
"NCU07887","Q9C167"
"NCU10107","A7UWK4"
"NCU07608","V5ILU5"
"NCU05254","Q7S889"
"NCU01786","Q1K4Q8"
"NCU01270","V5ILL5"
"NCU06970","V5IML6"
"NCU11321","A7UWT0"
"NCU06038","Q7S4E7"
"NCU07852","Q7SBV6"
"NCU00634","Q7SI18"
"NCU05804","Q7S5N9"
"NCU03565","Q1K4V7"
"NCU01966","V5IQ48"
"NCU00971","Q7SGF1"
"NCU03394","Q1K5G1"
"NCU08071","P08580"
"NCM009",
"NCU01948","Q7SDY8"
"NCU01675","Q1K5H7"
"NCU07547","Q7S302"
"NCU02066","Q7SEZ7"
"NCU09521","Q7S1P4"
"NCU04348","Q7RX28"
"NCU08595","Q7SCN3"
"NCU01524","Q1K5J6"
"NCU03321","Q7SEM3"
"NCU06409","Q7RWE9"
"NCU00981","Q7SGE1"
"NCU05235","Q7S8U9"
"NCU00794","Q7SFT7"
"NCU02477","Q7SG87"
"NCU04503","Q7RY60"
"NCU06104","Q7S5I3"
"NCU03764","Q9C2I5"
"NCU08121","Q7SD05"
"NCU00519","Q7SCL8"
"NCU02788","Q7SD74"
"NCU03277","Q7SDX8"
"NCU11215","A7UW05"
"NCU00631","Q7SI21"
"NCU02431","V5IKK4"
"NCU11263","V5IN80"
"NCU06521","Q7S872"
"NCU06145","Q7S5E3"
"NCU02552","Q7SHR3"
"NCU01964","Q7RW02"
"NCU06224","U9W856"
"NCU11300","A7UWL2"
"NCU02242","Q7S437"
"NCU07516","Q7S1A4"
"NCU04633","Q1K6H9"
"NCU03719","Q1K7Y4"
"NCU04438","Q7RZ36"
"NCU09232","Q7SCU8"
"NCU16775","V5IPZ0"
"NCU00691","Q7SHW3"
"NCU06882","Q7S3H1"
"NCU04941","Q7S3S6"
"NCU02039","Q1K913"
"NCU02034","V5INW3"
"NCU02675","Q7SH54"
"NCU01793","Q1K554"
"NCU03897","V5IM50"
"NCU08295","Q7SA91"
"NCU00662","Q7SHZ0"
"NCU02765","Q7SE29"
"NCU06684","V5ILH6"
"NCU00556","Q7SF93"
"NCU04273","Q1K795"
"NCU06199","Q7SBC4"
"NCU01695","Q7RY25"
"NCU03232","Q7SGT8"
"NCU05488","Q7S6V1"
"NCU02284","V5ILM7"
"NCU02178","Q1K907"
"NCU08435","Q1K8P0"
"NCU07534","Q1K6C4"
"NCU08945","Q1K6R8"
"NCU05217","Q7S9B7"
"NCU03409","Q1K5F4"
"NCU04407","Q7RZ67"
"NCU09218","V5IQ81"
"NCU01404","Q7S731"
"NCU09300","V5IL65"
"NCU00178","Q7RXA9"
"NCU04176","Q1K7E9"
"NCU01563","Q9HE63"
"NCU03114","Q7SFY0"
"NCU05523","Q7S6R6"
"NCU02587","Q7SHN1"
"NCU01831","Q1K578"
"NCU00404","Q7RYQ6"
"NCU09826","Q7S1R6"
"NCU03491","Q7RVN7"
"NCU02404","V5ILJ4"
"NCU03099","Q7SFZ5"
"NCU10696","A7UX76"
"NCU03563","Q1K4V8"
"NCU02764","Q7SE30"
"NCU16771","V5INT5"
"NCU09077","Q7SFS3"
"NCU02152","V5IQ03"
"NCU03702","Q9HE26"
"NCU08968","Q7S7E6"
"NCU17240","V5IKM3"
"NCU03824","Q9HEC4"
"NCU07393","Q7S1M1"
"NCU02640","Q7SDA6"
"NCU00092","Q7RYN6"
"NCU00115","Q7RYL3"
"NCU05293","Q7S905"
"NCU02748","V5IRI9"
"NCU08003","Q7SAN7"
"NCU02354","Q7S4X1"
"NCU03064","V5IRK1"
"NCU07893","Q7S883"
"NCU02363","Q7S4W3"
"NCU04218","Q1K6V0"
"NCU05649","Q7S611"
"NCU08611","V5IQG0"
"NCU05850","Q7S558"
"NCU03482","Q8WZS3"
"NCU06854","Q873C7"
"NCU09381","Q7SCW3"
"NCU03748","F5HDY3"
"NCU03118","Q7SFX6"
"NCU01330","Q1K7U3"
"NCU00119","Q7RYL0"
"NCU04294","Q1K777"
"NCU01083","Q1K889"
"NCU06616","Q7S9P9"
"NCU02502","Q7SG63"
"NCU02657","P48466"
"NCU07535","Q7S313"
"NCU02056","Q7SDE2"
"NCU07737","Q7S0V5"
"NCU07389","Q7S041"
"NCU07784","Q1K681"
"NCU10144","A7UWZ0"
"NCU00301","Q7RZR3"
"NCU06998","Q7SAF2"
"NCU11102","A7UX48"
"NCU03177","Q7SEV5"
"NCU07823","Q7SBE1"
"NCU09488","Q7SBZ5"
"NCU02358","Q7S4W8"
"NCU02263","Q7S5A2"
"NCU08312","Q7SA76"
"NCU06868","Q7S0J9"
"NCU02347","Q7S408"
"NCU07533","Q7S314"
"NCU05789","Q7S5Q4"
"NCU04959","Q7S3Q8"
"NCU09682","Q7S760"
"NCU09525","Q7S1P0"
"NCU09423","Q7S0S4"
"NCU02338","Q7S4S7"
"NCU03658","Q1K6P9"
"NCU07403","Q7S1L1"
"NCU03423","A3RNI5"
"NCU06650","Q1K6W0"
"NCU00778","Q7SFV2"
"NCU04483","Q7RYC4"
"NCU00042","Q7RWS9"
"NCU06546","Q7S9I1"
"NCU04834","Q45KI1"
"NCU01998","Q7SFN3"
"NCU02274","P34898"
"NCU00263","Q7RZV0"
"NCU06870","Q7S0A8"
"NCU00447","Q7RXZ7"
"NCU09992","Q7S134"
"NCU00673","Q7SHY0"
"NCU02202","Q7S470"
"NCU07378","Q7S2I4"
"NCU06230","Q7SBS5"
"NCU09595","Q1K8H2"
"NCU08346","V5IR62"
"NCU00914","V5IQZ8"
"NCU06249","Q7SBQ8"
"NCU05808","Q7S5N5"
"NCU03523","Q1K5E5"
"NCU03571","Q1K4T2"
"NCU06202","Q7SBC1"
"NCU06638","V5ILR6"
"NCU01940","Q7SDZ6"
"NCU09258","Q7SF52"
"NCU09212","V5IR71"
"NCU00772","V5IQ19"
"NCU02751","Q7SCY3"
"NCU00108","Q7RYM0"
"NCU03659","Q1K6P8"
"NCU02885","Q7SHL9"
"NCU04096","V5IMQ5"
"NCU05638","Q7S622"
"NCU05655","Q7SAU4"
"NCU05658","Q7SAU1"
"NCU06006","Q7S2F1"
"NCU06421","Q7RYZ4"
"NCU06422","Q7RYZ3"
"NCU06486","Q7RYI8"
"NCU06583","Q7S8N1"
"NCU09064","Q7SCT1"
"NCU09189","Q7S326"
"NCU10004","Q7S0N6"
"NCU10853","V5INQ0"
"NCU07399","Q7S1L5"
"NCU00188","Q7RX99"
"NCU04595","A3RNH4"
"NCU01435","Q871M9"
"NCU03242","Q7SCM9"
"NCU02814","Q7SEK0"
"NCU07296","P38679"
"NCU06179","Q7SBJ1"
"NCU01498","Q1K5L2"
"NCU01797","O42626"
"NCU07172","V5IPP4"
"NCU00682","Q7SHX1"
"NCU03197","V5IPI0"
"NCU08767","F5HB11"
"NCU07722","Q7S8R7"
"NCU03894","Q7RZD3"
"NCU00274","Q7RZT9"
"NCU05608","Q7S6V7"
"NCU08301","Q7RVY0"
"NCU07489","V5IQF0"
"NCU01433","Q1K4R9"
"NCU03436","Q1K5B6"
"NCU06563","Q1K8E8"
"NCU03786","Q7S7P2"
"NCU04810","Q7S6M5"
"NCU03269","Q7SEF9"
"NCU03804","Q05681"
"NCU00043","Q9UW86"
"NCU06630","P48580"
"NCU07590","Q7SBG6"
"NCU01093","Q1K882"
"NCU00665","Q7SHY7"
"NCU04147","V5IND1"
"NCU02150","V5IP02"
"NCU08795","Q7RWW9"
"NCU09861","V5IKS5"
"NCU01230","Q1K824"
"NCU01443","Q7RWF9"
"NCU09594","Q7SBY2"
"NCU05896","Q7S512"
"NCU01932","Q7SDP1"
"NCU04389","Q7RZ84"
"NCU06119","Q7S5G9"
"NCU09495","Q7SBX0"
"NCU07496","Q7SG46"
"NCU01973","Q7SE87"
"NCU08733","Q1K8U9"
"NCU06658","Q1K6M4"
"NCU00173","Q7RXB4"
"NCU10905","A7UWG5"
"NCU06628","Q7S8B8"
"NCU03113","Q7SFY1"
"NCU04095","V5ILL8"
"NCU00696","Q7SHV8"
"NCU01883","Q7SHC3"
"NCU00606","Q7SI45"
"NCU16596","V5IPR7"
"NCU08361","Q7SGQ4"
"NCU00305","Q7RZQ9"
"NCU02097","Q7SDB3"
"NCU02018","Q7SFL4"
"NCU02335","V5IKM1"
"NCU01107","Q1K873"
"NCU09735","Q7SEJ0"
"NCU07242","Q7RWA4"
"NCU05094","V5INH6"
"NCU07904","Q7SA13"
"NCU00148","Q7RXR0"
"NCU08057","Q7SGM6"
"NCU03566","V5IPN7"
"NCU06716","V5IMM1"
"NCU06845","Q1K8K7"
"NCU04791","V5ILX9"
"NCU02480","V5IP82"
"NCU02922","Q7SHI2"
"NCU01399","Q7S762"
"NCU01861","Q7SHE5"
"NCU05164","Q7S8G9"
"NCU07768","Q1K648"
"NCU07434","Q7SF19"
"NCU02920","Q7SHI4"
"NCU03893","Q7RZD4"
"NCU10572","V5ILT5"
"NCU01842","Q872U8"
"NCU00028","U9W4Q7"
"NCU06652","Q1K6M8"
"NCU11395","A7UXA0"
"NCU06132","Q7S5F6"
"NCU07564","Q7S1Y9"
"NCU07728","Q1K8E7"
"NCU04519","Q7RY44"
"NCU06677","Q7S7J6"
"NCU09696","Q1K6J6"
"NCU03485","Q1K4M2"
"NCU10927","A7UWE1"
"NCU01455","A3RNH7"
"NCU01146","Q1K756"
"NCU11187","A7UVV7"
"NCU04201","Q1K7D4"
"NCU06943","Q7S0H3"
"NCU00968","V5IR97"
"NCU00159","Q7RXP9"
"NCU00897","Q7SFD5"
"NCU00495","Q7RWT3"
"NCU00203","Q7RXM3"
"NCU03059","Q7SCK0"
"NCU07585","Q7SBH1"
"NCU00602","Q7SI49"
"NCU03732","Q1K7X6"
"NCU05250","Q7S893"
"NCU01936","Q7SDN7"
"NCU03517","Q7RVN5"
"NCU11181","P0C583"
"NCU02160","B2ZAG4"
"NCU03766","V5IL57"
"NCU07683","Q7S9L9"
"NCU06354","Q7S9V2"
"NCU03085","V5IPF5"
"NCU00505","V5IR69"
"NCU03778","Q1K7A3"
"NCU03625","Q1K7Q8"
"NCU09880","Q7S234"
"NCU08034","Q7SAK7"
"NCU01502","Q1K5K9"
"NCU01367","Q1K6N0"
"NCU03018","Q7SGZ8"
"NCU07058","Q7S5V9"
"NCU10763","A7UVS7"
"NCU03171","Q7SEW1"
"NCU00600","Q6MUQ7"
"NCU03963","Q7RZA5"
"NCU00303","Q7RZR1"
"NCU09813","V5IRJ6"
"NCU03223","V5IQQ1"
"NCU03889","Q7RZD8"
"NCU04119","Q1K7N0"
"NCU01575","Q1K4W8"
"NCU01741","Q1K5S1"
"NCU09432","V5IKR4"
"NCU04252","Q1K7I9"
"NCU01199","Q7S7Z7"
"NCU08973","Q7S2Z6"
"NCU03837","Q7S744"
"NCU06488","Q7RYI6"
"NCU04786","Q7S6P9"
"NCU03652","Q1K6Q4"
"NCU10430","A7UWW0"
"NCU01791","Q1K555"
"NCU00435","Q7RXS4"
"NCU04541","Q7RWG7"
"NCU01331","Q1K7U2"
"NCU02826","Q7RUV4"
"NCU04902","Q7S1D3"
"NCU00453","Q7RXZ1"
"NCU01595","F5HCE4"
"NCU10436","A7UWV7"
"NCU02352","Q7S4X3"
"NCU10721","A7UWQ9"
"NCU05791","V5IL59"
"NCU01905","Q7SHA1"
"NCU07022","Q7S9B3"
"NCU03803","Q1K7G8"
"NCU01914","Q7SH92"
"NCU03218","Q7SGV1"
"NCU06259","Q7SB54"
"NCU05715","Q7SB97"
"NCU03115","V5IQM7"
"NCU06988","Q7SAG2"
"NCU06727","Q9Y8H7"
"NCU04698","Q7S5X0"
"NCU07937","V5ILX8"
"NCU07495","Q7SG47"
"NCU06697","Q1K741"
"NCU06761","Q1K8S9"
"NCU03504","Q1K4N4"
"NCU05007","Q7RWD0"
"NCU05282","Q7S8K3"
"NCU04535","Q7RY29"
"NCU04319","Q1K720"
"NCU01387","Q1K6Z8"
"NCU05296","Q7S902"
"NCU07299","V5IMK0"
"NCU01235","Q1K820"
"NCU05452","F5H933"
"NCU02000","Q7SFN1"
