SYMBOL,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,IPI,UNIGENE,UNIPROT
Gpr33,ENSMUSG00000035148,ENSMUSP00000048059,ENSMUST00000040161,14762,IPI00130829,Mm.12890,D8VER2
Gpr34,ENSMUSG00000040229,,,23890,IPI00128736,Mm.487326,Q3YL73
Gpr45,ENSMUSG00000041907,ENSMUSP00000110409,ENSMUST00000114761,93690,IPI00226348,Mm.444976,Q148B5
Gpr52,,,,620246,IPI00670153,Mm.478780,P0C5J4
Gpr61,ENSMUSG00000046793,ENSMUSP00000055557,ENSMUST00000062028,229714,IPI00223545,Mm.73666,Q8C010
Gpr62,ENSMUSG00000091735,ENSMUSP00000129055,ENSMUST00000164834,436090,IPI00463312,Mm.482905,Q80UC6
Gpr63,ENSMUSG00000040372,ENSMUSP00000039312,ENSMUST00000151006,81006,IPI00111421,Mm.160412,Q9EQQ3
Gpr75,ENSMUSG00000043999,ENSMUSP00000105057,ENSMUST00000109430,237716,IPI00134345,Mm.338361,Q059L0
Gpr82,ENSMUSG00000047678,ENSMUSP00000062535,ENSMUST00000053659,319200,IPI00227660,Mm.383294,Q8BZR0
Gpr83,ENSMUSG00000031932,,,14608,IPI00227937,Mm.4672,Q544C4
Gpr85,ENSMUSG00000048216,,,64450,IPI00114420,Mm.167625,P60894
Gpr88,ENSMUSG00000068696,ENSMUSP00000087959,ENSMUST00000090473,64378,IPI00109712,Mm.40025,B2RXU4
Setx,ENSMUSG00000043535,,,269254,IPI00626271,Mm.41867,A2AKX3
Helz,ENSMUSG00000020721,,,78455,IPI00649664,Mm.272047,A0A0R4J0Y3
Hars2,ENSMUSG00000019143,,,70791,IPI00116138,Mm.282700,G5E823
Pnkd,ENSMUSG00000026179,,,56695,IPI00453946,Mm.384726,Q69ZP3
Amdhd1,ENSMUSG00000015890,ENSMUSP00000016034,ENSMUST00000016034,71761,IPI00119470,Mm.244518,Q9DBA8
Accsl,ENSMUSG00000075023,,,381411,IPI00895055,Mm.9889,Q3UX83
Cercam,ENSMUSG00000039787,,,99151,IPI00348848,Mm.296336,A3KGW5
Rnase12,ENSMUSG00000068407,ENSMUSP00000154201,ENSMUST00000227764,497106,IPI00553524,Mm.379740,Q5GAM8
Rnase13,ENSMUSG00000068392,ENSMUSP00000087203,ENSMUST00000089771,497071,IPI00553291,Mm.378602,Q5GAM7
Prss37,ENSMUSG00000029909,ENSMUSP00000031967,ENSMUST00000031967,67690,IPI00118351,Mm.52550,Q9DAA4
Adat3,ENSMUSG00000113640,ENSMUSP00000040551,ENSMUST00000038411,100113398,IPI00461234,Mm.273170,Q6PAT0
unassigned,,,,,,,
Jmjd1c,ENSMUSG00000037876,,,108829,IPI00749954,Mm.23846,Q69ZK6
Lars2,ENSMUSG00000035202,ENSMUSP00000036710,ENSMUST00000038863,102436,IPI00123138,Mm.276076,Q8VDC0
Slc31a2,ENSMUSG00000066152,,,20530,IPI00132018,Mm.292539,Q9CPU9
Lmbrd1,ENSMUSG00000073725,ENSMUSP00000140783,ENSMUST00000191471,68421,IPI00808442,Mm.336563,Q8K0B2
Bmt2,ENSMUSG00000042742,ENSMUSP00000040578,ENSMUST00000045235,101148,IPI00854917,Mm.354863,Q8BXK4
Mettl15,ENSMUSG00000057234,ENSMUSP00000080337,ENSMUST00000081631,76894,IPI00187413,Mm.330451,Q9DCL4
Cml1,,,,,,,
Cml2,,,,,,,
Cml3,,,,,,,
Cml5,,,,,,,
Zdhhc1,ENSMUSG00000039199,ENSMUSP00000148381,ENSMUST00000212303,70796,IPI00153230,Mm.100917,Q8R0N9
Zdhhc11,ENSMUSG00000069189,ENSMUSP00000152197,ENSMUST00000222487,71164,IPI00355593,Mm.66995,Q14AK4
Zdhhc12,ENSMUSG00000015335,,,66220,IPI00222641,Mm.22538,Q8VC90
Zdhhc14,ENSMUSG00000034265,ENSMUSP00000086589,ENSMUST00000089185,224454,IPI00656220,Mm.487663,Q8BQQ1
Zdhhc16,ENSMUSG00000025157,ENSMUSP00000153672,ENSMUST00000224258,74168,IPI00113314,Mm.20387,Q9ESG8
Zdhhc19,ENSMUSG00000052363,ENSMUSP00000070727,ENSMUST00000064192,245308,IPI00329884,Mm.76859,Q810M5
Zdhhc20,ENSMUSG00000021969,ENSMUSP00000086900,ENSMUST00000089473,75965,IPI00620467,Mm.29044,Q5Y5T1
Zdhhc21,ENSMUSG00000028403,,,68268,IPI00330766,Mm.32047,Q9D270
Zdhhc24,ENSMUSG00000006463,,,70605,IPI00955147,Mm.36885,Q3TA22
Zdhhc4,ENSMUSG00000001844,,,72881,IPI00109120,Mm.261606,Q9D6H5
Zdhhc8,ENSMUSG00000060166,ENSMUSP00000076224,ENSMUST00000076957,27801,IPI00377908,Mm.326263,Q2TGE7
unassigned,,,,,,,
Ptrh1,ENSMUSG00000053746,ENSMUSP00000068850,ENSMUST00000066352,329384,IPI00225955,Mm.268037,Q8BW00
Atp11a,ENSMUSG00000031441,,,50770,IPI00126677,Mm.257837,E9Q3G7
Atp9a,ENSMUSG00000027546,,,11981,IPI00116394,Mm.330819,Q505G9
Atp9b,ENSMUSG00000024566,ENSMUSP00000089394,ENSMUST00000091790,50771,IPI00957002,Mm.247138,D3YV00
Atp10a,ENSMUSG00000025324,ENSMUSP00000146388,ENSMUST00000207668,11982,IPI00338618,Mm.135129,O54827
Atp10d,ENSMUSG00000046808,,,231287,IPI00227819,Mm.32775,Q8K2X1
Plekhn1,ENSMUSG00000078485,ENSMUSP00000151311,ENSMUST00000219227,231002,IPI00875094,Mm.423124,E9QP36
Prodh2,ENSMUSG00000036892,,,56189,IPI00134509,Mm.270525,Q8VCZ9
Pars2,ENSMUSG00000043572,ENSMUSP00000102394,ENSMUST00000106782,230577,IPI00844754,Mm.134029,A8Y5T6
Ppm1n,ENSMUSG00000030402,ENSMUSP00000032560,ENSMUST00000032560,232941,IPI00221634,Mm.134068,Q8BGL1
Zc3h12c,ENSMUSG00000035164,ENSMUSP00000150821,ENSMUST00000213645,244871,IPI00352144,Mm.295686,E9Q1I3
Zc3h12d,ENSMUSG00000039981,ENSMUSP00000040217,ENSMUST00000039484,237256,IPI00308549,Mm.140055,E9QNR7
Rsl24d1,ENSMUSG00000032215,,,225215,IPI00116252,Mm.379366,Q5EBK7
Rbm18,ENSMUSG00000026889,,,67889,IPI00461136,Mm.205937,Q9CR83
Rbm19,ENSMUSG00000029594,,,74111,IPI00165762,Mm.41022,Q8R3C6
Rbm46,ENSMUSG00000033882,,,633285,,Mm.265114,P86049
Eif1ad,ENSMUSG00000024841,ENSMUSP00000025759,ENSMUST00000025759,69860,IPI00169734,Mm.299167,Q3THJ3
Slc7a6os,ENSMUSG00000033106,ENSMUSP00000039029,ENSMUST00000035925,66432,IPI00127547,Mm.269029,Q7TPE5
Ebna1bp2,ENSMUSG00000028729,,,69072,IPI00111829,Mm.29906,Q9D903
Cpvl,ENSMUSG00000052955,ENSMUSP00000145288,ENSMUST00000203101,71287,IPI00890860,Mm.158654,Q9D3S9
Slc17a4,ENSMUSG00000021336,,,319848,IPI00226386,Mm.97959,Q5NCM1
Slc38a6,ENSMUSG00000044712,,,625098,,Mm.32075,G3UVW3
Prss50,ENSMUSG00000048752,ENSMUSP00000059668,ENSMUST00000051097,235631,IPI00387221,Mm.102265,Q8BLH5
Tarsl2,ENSMUSG00000030515,ENSMUSP00000032728,ENSMUST00000126941,272396,IPI00229726,Mm.35127,Q8BLY2
Thg1l,ENSMUSG00000011254,,,66628,IPI00110860,Mm.269083,Q9CY52
Kiaa1456,,,,,,,
Osgep,ENSMUSG00000006289,,,66246,IPI00117056,Mm.274791,A0A0R4J1Y3
Osgepl1,ENSMUSG00000026096,,,72085,IPI00387219,Mm.482256,Q6PEB4
Trub1,ENSMUSG00000025086,,,72133,IPI00223749,Mm.258404,Q8C0D0
Trub2,ENSMUSG00000039826,,,227682,IPI00128124,Mm.245739,H3BKT7
Trmt44,ENSMUSG00000029097,,,78890,IPI00135137,Mm.98522,Q9D2Q2
Ttll1,ENSMUSG00000022442,,,319953,IPI00126079,Mm.235007,Q91V51
Ttll2,ENSMUSG00000079722,ENSMUSP00000111413,ENSMUST00000115747,100216474,IPI00624974,Mm.477432,A4Q9E4
Ttll9,ENSMUSG00000074673,,,74711,IPI00137944,Mm.44746,A2APC3
Utp11,ENSMUSG00000028907,ENSMUSP00000030738,ENSMUST00000030738,67205,IPI00112763,Mm.259121,Q9CZJ1
Usp9x,ENSMUSG00000031010,,,22284,IPI01027684,Mm.242646,P70398
Mindy4,ENSMUSG00000038022,,,330323,IPI00886381,Mm.268997,Q3UQI9
Slc35a4,ENSMUSG00000033272,,,67843,IPI00115376,Mm.273350,Q9D321
Slc35a5,ENSMUSG00000022664,,,74102,IPI00187403,Mm.264984,Q921R7
Xpnpep3,ENSMUSG00000022401,,,321003,IPI00923106,Mm.390833,B7ZMP1
Pbsn,ENSMUSG00000000003,,,54192,IPI00117328,Mm.8034,O08976
Btc,ENSMUSG00000082361,ENSMUSP00000112765,ENSMUST00000121044,12223,IPI00114721,Mm.2024,Q05928
Ctsh,ENSMUSG00000032359,,,13036,IPI00118987,Mm.2277,P49935
Pop1,ENSMUSG00000022325,,,67724,IPI00172251,Mm.248779,Q9D4G5
Pcolce,ENSMUSG00000029718,,,18542,IPI00120176,Mm.262345,Q3UIP2
Pcolce2,ENSMUSG00000015354,ENSMUSP00000015498,ENSMUST00000015498,76477,IPI00471366,Mm.46016,Q8R4W6
Colgalt1,ENSMUSG00000034807,ENSMUSP00000047923,ENSMUST00000047903,234407,IPI00169870,Mm.240885,Q8K297
Colgalt2,ENSMUSG00000032649,,,269132,IPI00274429,Mm.23782,Q6NVG7
Plod1,ENSMUSG00000019055,,,18822,IPI00127407,Mm.23951,Q9R0E2
Plod2,ENSMUSG00000032374,,,26432,IPI00918500,Mm.79983,E9Q718
Plod3,ENSMUSG00000004846,,,26433,IPI00127406,Mm.251003,Q9R0E1
Penk,ENSMUSG00000045573,ENSMUSP00000066822,ENSMUST00000070375,18619,IPI00123302,Mm.475097,P22005
Pdyn,ENSMUSG00000027400,,,18610,IPI00849840,Mm.6239,O35852
Egf,ENSMUSG00000028017,ENSMUSP00000029653,ENSMUST00000029653,13645,IPI00132121,Mm.252481,A0A0G2JF92
Ereg,ENSMUSG00000029377,ENSMUSP00000031324,ENSMUST00000031324,13874,IPI00322480,Mm.4791,Q61521
Gm45800,,,,,,,
Pfn1,ENSMUSG00000018293,ENSMUSP00000018437,ENSMUST00000018437,18643,IPI00224740,Mm.2647,P62962
Pfn2,ENSMUSG00000027805,,,18645,IPI00227805,Mm.271744,Q9JJV2
Pfn3,ENSMUSG00000044444,ENSMUSP00000054053,ENSMUST00000054146,75477,IPI00118497,Mm.432537,Q9DAD6
Pfn4,ENSMUSG00000020639,,,382562,IPI00109140,Mm.251575,Q6JEK6
Npff,ENSMUSG00000023052,ENSMUSP00000023814,ENSMUST00000023814,54615,IPI00125781,Mm.445915,Q9WVA8
Npvf,ENSMUSG00000029831,ENSMUSP00000031853,ENSMUST00000031853,60531,IPI00113479,Mm.157158,Q3UUP8
Pibf1,ENSMUSG00000022064,,,52023,IPI00317622,Mm.22835,E9Q6K3
Pgr,ENSMUSG00000031870,,,18667,IPI00857231,Mm.12798,Q00175
Paqr3,ENSMUSG00000055725,,,231474,IPI00351651,Mm.332505,Q0VAZ2
Paqr4,ENSMUSG00000023909,ENSMUSP00000024702,ENSMUST00000024702,76498,IPI00121743,Mm.491253,Q9JJE4
Paqr6,ENSMUSG00000041423,,,68957,IPI00421171,Mm.441486,D3Z1S5
Paqr9,ENSMUSG00000064225,ENSMUSP00000078547,ENSMUST00000079597,75552,IPI00387452,Mm.151485,Q6TCG2
Gnrh1,ENSMUSG00000015812,ENSMUSP00000153349,ENSMUST00000223929,14714,IPI00122857,Mm.358309,P13562
Cd274,ENSMUSG00000016496,ENSMUSP00000016640,ENSMUST00000016640,60533,IPI00109254,Mm.245363,Q3U472
Pdcd1lg2,ENSMUSG00000016498,ENSMUSP00000108195,ENSMUST00000112576,58205,IPI00124785,Mm.116737,Q3U304
Pdcd6ip,ENSMUSG00000032504,,,18571,IPI00323483,Mm.29816,Q9WU78
Pdcd1,ENSMUSG00000026285,ENSMUSP00000027507,ENSMUST00000027507,18566,IPI00125890,Mm.5024,Q02242
Pdcd10,ENSMUSG00000027835,,,56426,IPI00331188,Mm.316473,Q8VE70
Pdcd2,ENSMUSG00000014771,,,18567,IPI00137030,Mm.323,A0A0R4J0N5
Pdcd2l,ENSMUSG00000002635,,,68079,IPI00225938,Mm.38173,Q8C5N5
Pdcd4,ENSMUSG00000024975,,,18569,IPI00323064,Mm.1605,Q61823
Pdcd5,ENSMUSG00000030417,,,56330,IPI00116120,Mm.371609,P56812
Pdcd6,ENSMUSG00000021576,ENSMUSP00000022060,ENSMUST00000022060,18570,IPI00121736,Mm.24254,P12815
Pdcd7,ENSMUSG00000041837,ENSMUSP00000035515,ENSMUST00000048184,50996,IPI00851012,Mm.29193,Q3U2X6
Ankh,,,,,,,
Prcd,ENSMUSG00000075410,,,100038570,IPI00807853,Mm.390349,Q00LT2
Hbegf,ENSMUSG00000024486,ENSMUSP00000025363,ENSMUST00000025363,15200,IPI00111772,Mm.289681,Q06186
Phb,ENSMUSG00000038845,,,18673,IPI00133440,Mm.263862,P67778
Phb2,ENSMUSG00000004264,,,12034,IPI00321718,Mm.36241,O35129
Il16,ENSMUSG00000001741,,,16170,IPI00930865,Mm.10137,O54824
Prok1,ENSMUSG00000070368,ENSMUSP00000143197,ENSMUST00000197758,246691,IPI00356792,Mm.437416,Q14A28
Prok2,ENSMUSG00000030069,,,50501,IPI00230606,Mm.87365,Q9QXU7
Prokr1,ENSMUSG00000049409,ENSMUSP00000144999,ENSMUST00000204682,58182,IPI00123133,Mm.333226,Q9JKL1
Prokr2,ENSMUSG00000050558,,,246313,IPI00170160,Mm.283777,Q8K458
Prl,ENSMUSG00000021342,,,19109,IPI00315133,Mm.1270,Q3TT66
Prl2a1,ENSMUSG00000022886,ENSMUSP00000023602,ENSMUST00000023602,56635,IPI00119532,Mm.23585,A0A0M5HDY7
Prl2b1,ENSMUSG00000069258,,,66392,IPI00649036,Mm.5099,B9EHM9
Prl2c2,ENSMUSG00000079092,ENSMUSP00000106224,ENSMUST00000110594,18811,IPI00319582,Mm.88796,A0A0M6L0W4
Prl2c3,ENSMUSG00000056457,ENSMUSP00000097393,ENSMUST00000099805,18812,IPI00116196,Mm.457984,A0A0M5HDY5
Prl2c5,ENSMUSG00000055360,,,107849,IPI00751760,Mm.392548,Q9JLV9
Prl3b1,ENSMUSG00000038891,ENSMUSP00000153139,ENSMUST00000225089,18776,IPI00108011,Mm.37203,P09586
Prl3c1,ENSMUSG00000017922,,,27372,IPI00131892,Mm.291456,Q9QUN5
Prl3d1,ENSMUSG00000057170,ENSMUSP00000152890,ENSMUST00000225330,18775,IPI01016124,Mm.233151,A0A286YC78
Prl4a1,ENSMUSG00000005891,ENSMUSP00000021779,ENSMUST00000021779,19110,IPI00128691,Mm.18607,A0A0M6L0M4
Prl5a1,ENSMUSG00000017064,ENSMUSP00000017208,ENSMUST00000017208,28078,IPI00457926,Mm.155058,A0A0M6L0X8
Prl6a1,ENSMUSG00000069259,,,19111,IPI00620801,Mm.7512,A0A0M6L0L9
Prl7a1,ENSMUSG00000006488,,,19113,IPI00129770,Mm.196424,O54830
Prl7a2,ENSMUSG00000046899,ENSMUSP00000006660,ENSMUST00000006660,19114,IPI00129769,Mm.153999,A0A0M6L0L8
Prl7b1,ENSMUSG00000021347,ENSMUSP00000079431,ENSMUST00000080595,75596,IPI00461837,Mm.46087,A0A0M6L0K6
Prl7c1,ENSMUSG00000060738,ENSMUSP00000072712,ENSMUST00000072943,67505,IPI00133556,Mm.49048,A0A0M6L0E8
Prl7d1,ENSMUSG00000021348,ENSMUSP00000153033,ENSMUST00000224026,18814,IPI00118681,Mm.3258,P04769
Prl8a6,ENSMUSG00000021345,,,19112,IPI00119096,Mm.142728,A0A0M6L0X0
Prl8a8,ENSMUSG00000021346,,,74188,IPI00874927,Mm.46090,A0A0M6L0I6
Prl8a9,ENSMUSG00000006490,ENSMUSP00000006662,ENSMUST00000006662,67310,IPI00132059,Mm.46091,Q9CQ58
Pip,ENSMUSG00000058499,ENSMUSP00000074818,ENSMUST00000075351,18716,IPI00113711,Mm.214755,P02816
Prlr,ENSMUSG00000005268,,,19116,IPI00321091,Mm.10516,G3UVW6
Preb,ENSMUSG00000045302,,,50907,IPI00124980,Mm.272414,D3Z3S1
Prlhr,ENSMUSG00000045052,ENSMUSP00000063114,ENSMUST00000051277,226278,IPI00407576,Mm.377241,Q6VMN6
Prelp,ENSMUSG00000041577,ENSMUSP00000048803,ENSMUST00000048432,116847,IPI00122293,Mm.214514,Q543S0
Pcna,ENSMUSG00000027342,,,18538,IPI00113870,Mm.7141,P17918
Pcna-ps2,,,,18540,,,
Pa2g4,ENSMUSG00000025364,,,18813,IPI00119305,Mm.4742,P50580
Mki67,ENSMUSG00000031004,ENSMUSP00000033310,ENSMUST00000033310,17345,IPI00124959,Mm.4078,E9PVX6
Proser1,ENSMUSG00000049504,,,212127,IPI00227274,Mm.491292,Q5PRE5
Proser2,ENSMUSG00000045319,,,227545,IPI00153108,Mm.133542,Q8C5R2
Proser3,ENSMUSG00000036864,,,333193,IPI00856985,Mm.34885,Q7TSA6
Prodh,ENSMUSG00000003526,ENSMUSP00000149450,ENSMUST00000217439,19125,IPI00322760,Mm.28456,Q9WU79
Pelp1,ENSMUSG00000018921,,,75273,IPI00321597,Mm.340601,A0A158SIT8
Phgr1,ENSMUSG00000046804,,,53906,IPI00462640,Mm.36777,Q8K0G7
Prr14l,ENSMUSG00000054280,,,215476,IPI00653220,Mm.248721,E9Q7C4
Prr19,ENSMUSG00000058741,ENSMUSP00000104047,ENSMUST00000080288,623131,IPI00831675,Mm.172160,B2RW88
Prr22,ENSMUSG00000090273,ENSMUSP00000127457,ENSMUST00000187612,100504446,IPI00989232,Mm.46157,F6TNE3
Prr36,ENSMUSG00000064125,,,73072,IPI00987075,Mm.477379,E9PV26
Prap1,ENSMUSG00000025467,ENSMUSP00000026540,ENSMUST00000026540,22264,IPI00121554,Mm.439707,Q80XD8
Akt1s1,ENSMUSG00000011096,,,67605,IPI00133685,Mm.148007,Q9D1F4
Prob1,ENSMUSG00000073600,ENSMUSP00000140465,ENSMUST00000190196,381148,IPI00653542,Mm.297784,A0A087WR45
Prrg1,ENSMUSG00000047996,,,546336,IPI00756034,Mm.211712,A2BFE8
Prol1,ENSMUSG00000064156,ENSMUSP00000132678,ENSMUST00000170832,17830,IPI00116916,Mm.200411,E9PYQ4
Prima1,ENSMUSG00000041669,,,170952,IPI00128242,Mm.217019,F8VQJ2
Pnrc2,ENSMUSG00000028675,,,52830,IPI00133287,Mm.29159,Q9CR73
Prr11,ENSMUSG00000020493,ENSMUSP00000060803,ENSMUST00000051395,270906,IPI00221843,Mm.132381,Q8BHE0
Prr12,ENSMUSG00000046574,ENSMUSP00000054702,ENSMUST00000057293,233210,IPI00153715,Mm.219137,E9PYL2
Prr13,ENSMUSG00000023048,,,66151,IPI00132616,Mm.393955,Q9CQJ5
Prr14,ENSMUSG00000030822,,,233895,IPI00123191,Mm.44183,Q7TPN9
Prr15,ENSMUSG00000045725,ENSMUSP00000049549,ENSMUST00000204057,78004,IPI00134212,Mm.41984,A2RT92
Prr15l,ENSMUSG00000047040,ENSMUSP00000056614,ENSMUST00000132865,217138,IPI00170341,Mm.342551,Q8JZM2
Prr18,ENSMUSG00000055945,ENSMUSP00000127393,ENSMUST00000163887,320111,IPI00420689,Mm.442510,Q6PAN7
Prp2,ENSMUSG00000058295,ENSMUSP00000075435,ENSMUST00000076061,83380,,Mm.333439,F8VPU9
Prr23a3,ENSMUSG00000090470,ENSMUSP00000130716,ENSMUST00000167951,71979,IPI00109370,Mm.140843,Q9CWP9
Prr29,ENSMUSG00000009210,,,75573,IPI00110349,Mm.159539,B1ARI9
Prr3,ENSMUSG00000038500,,,75210,IPI00947573,Mm.40036,E9Q601
Prr30,ENSMUSG00000042888,,,76627,IPI00319120,Mm.31415,Q9D9B7
Prr32,ENSMUSG00000037086,ENSMUSP00000038655,ENSMUST00000040002,68800,IPI00133236,Mm.336041,A2AFE9
Prr33,ENSMUSG00000043795,,,677289,,Mm.350054,
Prr5,ENSMUSG00000036106,,,109270,IPI00620749,Mm.291372,Q812A5
Prr5l,ENSMUSG00000032841,,,72446,IPI00330820,Mm.24138,A2AVJ5
Prr7,ENSMUSG00000034686,ENSMUSP00000046776,ENSMUST00000046533,432763,IPI00132812,Mm.315457,B2RSG4
Prr9,ENSMUSG00000056270,ENSMUSP00000068470,ENSMUST00000070284,109314,IPI00225743,Mm.440617,Q8BV84
Prb1,ENSMUSG00000067543,ENSMUSP00000085159,ENSMUST00000087853,381833,IPI00378614,Mm.7982,Q91X93
Prh1,ENSMUSG00000059934,,,19131,,Mm.425348,D3Z1V5
Prpmp5,ENSMUSG00000107874,ENSMUSP00000047347,ENSMUST00000048686,381832,IPI00378976,Mm.441627,E9PXN1
Prrt1,ENSMUSG00000015476,ENSMUSP00000015620,ENSMUST00000015620,260297,IPI00130766,Mm.390965,A2CG20
Prrt2,ENSMUSG00000045114,,,69017,IPI00281761,Mm.392047,E9PUL5
Prrt3,ENSMUSG00000045009,ENSMUSP00000145443,ENSMUST00000204268,210673,IPI00461626,Mm.133060,A0A0N4SVB5
Prrt4,ENSMUSG00000079654,ENSMUSP00000123751,ENSMUST00000159200,101359,IPI00808236,Mm.22818,B2RU40
Psrc1,ENSMUSG00000068744,,,56742,IPI00320259,Mm.389499,Q9D0P7
Pstpip1,ENSMUSG00000032322,,,19200,IPI00314743,Mm.2534,A0A0R4J0P5
Pstpip2,ENSMUSG00000025429,ENSMUSP00000110389,ENSMUST00000114741,19201,IPI00221811,Mm.57174,Q99M15
Prosc,,,,,,,
Lrp1,ENSMUSG00000040249,,,16971,IPI00119063,Mm.271854,A0A0R4J0I9
P3h1,ENSMUSG00000028641,,,56401,IPI00762805,Mm.27961,Q3V1T4
P3h2,ENSMUSG00000038168,ENSMUSP00000038056,ENSMUST00000039990,210530,IPI00229428,Mm.326869,Q8CG71
P3h3,ENSMUSG00000023191,ENSMUSP00000023958,ENSMUST00000023958,14789,IPI00407527,Mm.35708,Q8CG70
Ogfod1,ENSMUSG00000033009,,,270086,IPI00229368,Mm.251085,Q3U0K8
P4ha1,ENSMUSG00000019916,,,18451,IPI00399959,Mm.2212,E9Q7B0
P4ha2,ENSMUSG00000018906,,,18452,IPI00120100,Mm.3705,Q5SX74
P4ha3,ENSMUSG00000051048,,,320452,,Mm.150294,H7BX23
Prep,ENSMUSG00000019849,,,19072,IPI00989777,Mm.10281,Q543B9
Fap,ENSMUSG00000000392,,,14089,IPI00227000,Mm.41816,P97321
Prepl,ENSMUSG00000024127,,,213760,IPI00224078,Mm.259035,Q8C167
Prorsd1,ENSMUSG00000032673,ENSMUSP00000048099,ENSMUST00000039900,67939,IPI00650054,Mm.251087,A0A0A0MQH9
Pmch,ENSMUSG00000035383,ENSMUSP00000044352,ENSMUST00000048621,110312,IPI00117038,Mm.391436,P56942
Tmem159,ENSMUSG00000030917,,,233806,IPI00459263,Mm.257952,Q922Z1
Prom1,ENSMUSG00000029086,,,19126,IPI00971271,Mm.6250,G5E8G5
Prom2,ENSMUSG00000027376,,,192212,IPI00757663,Mm.34171,Q3UUY6
Nrg2,ENSMUSG00000060275,,,100042150,IPI00407953,Mm.380390,D3YZR2
Nrg3,ENSMUSG00000041014,,,18183,IPI00923061,Mm.258705,E9Q396
Nrg4,ENSMUSG00000032311,,,83961,IPI00124044,Mm.443874,Q9WTX4
Npy,ENSMUSG00000029819,ENSMUSP00000031843,ENSMUST00000031843,109648,IPI00118874,Mm.154796,P57774
Pomc,ENSMUSG00000020660,ENSMUSP00000151504,ENSMUST00000219543,18976,IPI00132282,Mm.277996,P01193
Cfp,ENSMUSG00000001128,ENSMUSP00000001156,ENSMUST00000001156,18636,IPI00115973,Mm.3064,A2AE15
Pcca,ENSMUSG00000041650,,,110821,IPI00330523,Mm.23876,Q3UGC8
Pccb,ENSMUSG00000032527,,,66904,IPI00606510,Mm.335385,E9Q1J7
Pcsk4,ENSMUSG00000020131,,,18551,IPI00458868,Mm.299916,P29121
Pcsk5,ENSMUSG00000024713,,,18552,IPI00138199,Mm.3401,Q91VK0
Pcsk6,ENSMUSG00000030513,,,18553,IPI00943417,Mm.294007,E9Q4D0
Pcsk7,ENSMUSG00000035382,ENSMUSP00000047508,ENSMUST00000039059,18554,IPI00117804,Mm.3255,Q61139
Pcsk9,ENSMUSG00000044254,ENSMUSP00000055757,ENSMUST00000049507,100102,IPI00377933,Mm.133268,Q80W65
Rln1,ENSMUSG00000039097,ENSMUSP00000043376,ENSMUST00000182039,19773,IPI00928115,Mm.5033,A2RTV8
Pcsk1n,ENSMUSG00000039278,,,30052,IPI00135604,Mm.4881,Q9QXV0
Psap,ENSMUSG00000004207,,,19156,IPI00928320,Mm.29978,Q61207
Gpr37,ENSMUSG00000039904,ENSMUSP00000144683,ENSMUST00000200812,14763,IPI00471397,Mm.409670,Q9QY42
Gpr37l1,ENSMUSG00000026424,ENSMUSP00000027682,ENSMUST00000027682,171469,IPI00468685,Mm.272290,A1L151
Prox1,ENSMUSG00000010175,,,19130,IPI00112219,Mm.132579,P48437
Prox2,ENSMUSG00000042320,,,73422,IPI00270030,Mm.311944,Q8BII1
Ptgir,ENSMUSG00000043017,ENSMUSP00000083270,ENSMUST00000086101,19222,IPI00407076,Mm.287572,P43252
Ptgis,ENSMUSG00000017969,,,19223,IPI00126498,Mm.2339,O35074
Ptgdr,ENSMUSG00000071489,ENSMUSP00000093653,ENSMUST00000095959,19214,IPI00137529,Mm.5105,P70263
Ptgdr2,ENSMUSG00000034117,ENSMUSP00000036159,ENSMUST00000037261,14764,IPI00131195,Mm.470721,Q9Z2J6
Ptger1,ENSMUSG00000019464,ENSMUSP00000019608,ENSMUST00000019608,19216,IPI00117523,Mm.213000,B2RS62
Ptger2,ENSMUSG00000037759,ENSMUSP00000038483,ENSMUST00000046891,19217,IPI00121031,Mm.4630,Q543A9
Ptger3,ENSMUSG00000040016,,,19218,IPI00115667,Mm.30424,Q6PDF2
Ptger4,ENSMUSG00000039942,,,19219,IPI00136545,Mm.18509,Q91VE4
Ptges,ENSMUSG00000050737,,,64292,IPI00124749,Mm.28768,Q8BNP8
Ptges2,ENSMUSG00000026820,ENSMUSP00000028162,ENSMUST00000028162,96979,IPI00312174,Mm.28048,Q8BWM0
Ptges3,ENSMUSG00000071072,,,56351,IPI00127989,Mm.305816,Q9R0Q7
Ptgfr,ENSMUSG00000028036,ENSMUSP00000029670,ENSMUST00000029670,19220,IPI00117186,Mm.331442,P43117
Ptgfrn,ENSMUSG00000027864,ENSMUSP00000099755,ENSMUST00000102694,19221,IPI00125497,Mm.24807,Q9WV91
Ptgs1,ENSMUSG00000047250,,,19224,IPI00128389,Mm.275434,P22437
Ptgs2,ENSMUSG00000032487,ENSMUSP00000035065,ENSMUST00000035065,19225,IPI00308785,Mm.292547,Q05769
Ptgds,ENSMUSG00000015090,,,19215,IPI00114252,Mm.1008,O09114
Ptgr1,ENSMUSG00000028378,ENSMUSP00000030069,ENSMUST00000030069,67103,IPI00131887,Mm.34497,Q91YR9
Ptgr2,ENSMUSG00000072946,,,77219,IPI00556775,Mm.246127,Q8VDQ1
Zadh2,ENSMUSG00000049090,ENSMUSP00000052544,ENSMUST00000060223,225791,IPI00221569,Mm.147052,Q14AZ9
