FLYBASE,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,SYMBOL,UNIGENE,UNIPROT
FBgn0036509,FBgn0036509,FBpp0075349,FBtr0075596,39684,CG7739,Dm.20087,Q9VUQ7
FBgn0035621,FBgn0035621,FBpp0076834,FBtr0077128,38634,CG10591,Dm.10982,Q9VRN0
FBgn0035157,FBgn0035157,FBpp0072502,FBtr0072606,38086,CG13894,Dm.13584,Q9W0N5
FBgn0038846,FBgn0038846,FBpp0083405,FBtr0084001,42483,CG5697,Dm.20755,Q9VDG3
CG43296,,,,,,,
FBgn0050056,FBgn0050056,FBpp0086936,FBtr0087823,246422,CG30056,,A1Z923
FBgn0028740,FBgn0028740,FBpp0088524,FBtr0089556,37032,CG6362,Dm.26954,A1ZAZ8
FBgn0032297,FBgn0032297,FBpp0079707,FBtr0080118,34485,CG17124,Dm.3960,Q9VKQ5
FBgn0265605,FBgn0265605,FBpp0289803,FBtr0300576,36776,Ric,Dm.645,Q7JMZ0
FBgn0264746,FBgn0264746,FBpp0311252,FBtr0344998,14462879,CG44004,,M9PCW4
FBgn0029522,FBgn0029522,FBpp0070075,FBtr0070076,30988,CG13373,Dm.17788,A8JUS8
FBgn0031752,FBgn0031752,FBpp0305433,FBtr0333231,33825,CG9044,Dm.14798,M9PCP3
FBgn0040623,FBgn0040623,FBpp0084801,FBtr0085435,50096,Spase12,Dm.23053,Q9VAL0
FBgn0017577,FBgn0017577,FBpp0081756,FBtr0082279,41296,Mcm5,Dm.5829,Q9VGW6
FBgn0025185,FBgn0025185,FBpp0088053,FBtr0088980,35682,az2,Dm.8028,Q5BIC3
FBgn0031389,FBgn0031389,FBpp0077526,FBtr0077854,33385,CG4259,Dm.13480,Q9VQ75
FBgn0032346,FBgn0032346,FBpp0079813,FBtr0080226,34548,Csl4,Dm.7278,Q9VKJ4
FBgn0035945,FBgn0035945,FBpp0076242,FBtr0076515,39026,CG5026,Dm.1994,Q8SZY7
FBgn0067311,FBgn0067311,FBpp0100172,FBtr0081454,2768933,CheB38b,Dm.29137,Q7KT14
FBgn0039371,FBgn0039371,FBpp0084293,FBtr0084919,43115,CG4960,Dm.5543,Q9VBM3
FBgn0262721,FBgn0262721,FBpp0296986,FBtr0305706,12798550,CG43165,,M9NDD9
FBgn0026147,FBgn0026147,FBpp0289630,FBtr0300401,47729,CG16833,,Q9VKL9
FBgn0037227,FBgn0037227,FBpp0078615,FBtr0078976,40537,TwdlV,Dm.27201,Q9VMZ8
FBgn0013683,FBgn0013683,FBpp0100184,FBtr0100880,19893552,ND4L,,B6E0Q1
FBgn0035197,FBgn0035197,FBpp0099862,FBtr0072655,3772105,CG9130,Dm.21253,Q8IRH9
FBgn0040251,FBgn0040251,FBpp0311934,FBtr0346101,53502,Ugt86Di,Dm.27517,Q9VGT5
FBgn0052801,FBgn0052801,FBpp0070340,FBtr0070355,31152,CG32801,Dm.26433,Q9W545
FBgn0036932,FBgn0036932,FBpp0074641,FBtr0074872,40193,CG14184,Dm.30734,Q9VW73
FBgn0035206,FBgn0035206,FBpp0072611,FBtr0072727,38150,CG9186,Dm.9415,Q9W0H3
FBgn0085474,FBgn0085474,FBpp0111661,FBtr0112749,5740761,CG34445,Dm.34292,Q4V6L7
FBgn0037329,FBgn0037329,FBpp0078330,FBtr0078681,40655,POLDIP2,Dm.23300,Q9VNC0
Dmel_CG32464,,,,,,,
FBgn0029873,FBgn0029873,FBpp0070874,FBtr0070912,31585,CG3918,Dm.52,Q9W3Z5
FBgn0085279,FBgn0085279,FBpp0312184,FBtr0346594,5740115,CG34250,Dm.36042,A1A6Z0
FBgn0085412,FBgn0085412,FBpp0302931,FBtr0329897,5740131,CG34383,Dm.6711,A8JR01
FBgn0035755,FBgn0035755,FBpp0301215,FBtr0309299,38800,CG14830,Dm.33503,Q9VS39
FBgn0050461,FBgn0050461,FBpp0310830,FBtr0344458,3771732,CG30461,Dm.23155,Q8MTA6
FBgn0034902,FBgn0034902,FBpp0311636,FBtr0345535,37761,CG5532,Dm.3809,A0A0B4LGA1
FBgn0052588,FBgn0052588,FBpp0073842,FBtr0074025,318101,CG32588,Dm.5536,Q8T8R7
FBgn0040363,FBgn0040363,FBpp0070241,FBtr0070251,31061,CG11384,Dm.4940,Q9V3E4
FBgn0086856,FBgn0086856,FBpp0310342,FBtr0343777,33193,CG11555,Dm.19753,Q8SXU0
FBgn0030018,FBgn0030018,FBpp0292852,FBtr0303844,44111,slpr,,M9MSN2
FBgn0035004,FBgn0035004,FBpp0072263,FBtr0072356,37899,Pgam5-2,Dm.27792,Q9W173
FBgn0030886,FBgn0030886,FBpp0074313,FBtr0074539,32781,CG12672,Dm.34094,Q9VWZ8
CG44174,,,,,,,
FBgn0052104,FBgn0052104,FBpp0075718,FBtr0075986,39413,CG32104,Dm.3326,Q9VTX1
FBgn0052106,FBgn0052106,FBpp0300322,FBtr0307888,317855,CG32106,Dm.11733,M9ND83
FBgn0039215,FBgn0039215,FBpp0088854,FBtr0089915,42937,CG6695,Dm.10895,Q9VC54
FBgn0266451,FBgn0266451,FBpp0310816,FBtr0344444,41291,fau,Dm.19238,A0A1B2AL87
FBgn0010280,FBgn0010280,FBpp0311865,FBtr0345951,39765,Taf4,Dm.7812,B7Z060
FBgn0051659,FBgn0051659,FBpp0077608,FBtr0077943,318875,CG31659,Dm.26582,Q1ECA7
FBgn0051014,FBgn0051014,FBpp0085048,FBtr0085686,326112,PH4alphaSG1,Dm.12822,Q9VA63
FBgn0033601,FBgn0033601,FBpp0087284,FBtr0088188,36192,Cpr47Ed,,A1Z8H5
FBgn0030408,FBgn0030408,FBpp0073489,FBtr0073656,32213,CG11085,Dm.22767,Q9VYL0
FBgn0002626,FBgn0002626,FBpp0084959,FBtr0085593,43573,RpL32,Dm.7621,P04359
FBgn0038876,FBgn0038876,FBpp0289843,FBtr0300616,42526,CG5919,Dm.31267,Q9VDC2
FBgn0031093,FBgn0031093,FBpp0070025,FBtr0070026,33017,CG9581,Dm.28222,Q9W5W7
FBgn0028848,FBgn0028848,FBpp0294018,FBtr0305567,34776,CG7311,Dm.7635,M9NF20
FBgn0033936,FBgn0033936,FBpp0086617,FBtr0087488,36605,Achl,Dm.24512,A1Z9R1
FBgn0034231,FBgn0034231,FBpp0086107,FBtr0086951,36975,APC10,Dm.19949,Q9V831
FBgn0030027,FBgn0030027,FBpp0298283,FBtr0307282,31763,CG1632,,Q9W3H0
FBgn0029649,FBgn0029649,FBpp0070536,FBtr0070561,31291,CG4116,Dm.34122,M9PIW5
FBgn0038128,FBgn0038128,FBpp0082247,FBtr0082779,41626,Ravus,Dm.11198,Q9VFX8
FBgn0004959,FBgn0004959,FBpp0074374,FBtr0074603,32857,phm,Dm.5302,Q9VWR5
CG3831,,,,,,,
FBgn0264848,FBgn0264848,FBpp0075690,FBtr0075958,44118,vih,Dm.3505,Q9VTY6
FBgn0036177,FBgn0036177,FBpp0075876,FBtr0076145,2768979,CG33268,,Q7KUG0
FBgn0041097,FBgn0041097,FBpp0307368,FBtr0335384,33314,robo3,Dm.3365,Q9VPZ7
FBgn0033467,FBgn0033467,FBpp0087527,FBtr0088441,36034,CG15863,Dm.30958,Q4QQ01
FBgn0051690,FBgn0051690,FBpp0290896,FBtr0301682,33455,CG31690,Dm.4985,Q9VQE9
FBgn0036395,FBgn0036395,FBpp0075509,FBtr0075767,39548,CG17361,Dm.23537,Q8SZ13
FBgn0034716,FBgn0034716,FBpp0112018,FBtr0113105,37545,Oatp58Dc,Dm.4679,Q9W269
FBgn0034770,FBgn0034770,FBpp0071783,FBtr0071872,37609,Obp58d,Dm.27006,Q9W207
FBgn0266282,FBgn0266282,FBpp0083958,FBtr0084573,42876,jnj,Dm.16547,Q9VCB8
FBgn0030178,FBgn0030178,FBpp0288673,FBtr0290234,31944,CG2974,Dm.38622,Q9W2Y3
FBgn0026741,FBgn0026741,FBpp0086965,FBtr0087852,36406,mRpL18,Dm.23243,Q7JVK1
FBgn0021742,FBgn0021742,FBpp0073256,FBtr0073400,32032,C901,Dm.17523,Q9VZ44
FBgn0035486,FBgn0035486,FBpp0310846,FBtr0344475,3772638,Gr64d,Dm.21292,Q9VZJ6
FBgn0038301,FBgn0038301,FBpp0082593,FBtr0083139,41831,CG6654,Dm.2076,Q9VFB9
FBgn0261609,FBgn0261609,FBpp0309768,FBtr0343016,32617,eIF2alpha,Dm.3157,P41374
FBgn0002719,FBgn0002719,FBpp0082130,FBtr0082661,47173,Men,Dm.1769,Q2QBM1
FBgn0036844,FBgn0036844,FBpp0303122,FBtr0330089,40081,Mkp3,Dm.3967,M9PG13
FBgn0265767,FBgn0265767,FBpp0309174,FBtr0340199,3354992,zyd,Dm.7759,Q8SXS9
FBgn0025115,FBgn0025115,FBpp0310260,FBtr0343668,34807,Acyp,Dm.2896,P56544
FBgn0039201,FBgn0039201,FBpp0084025,FBtr0084641,42921,CG13617,Dm.16536,Q9VC70
FBgn0013678,FBgn0013678,FBpp0390634,FBtr0433502,19893556,CYTB,,P18935
FBgn0266666,FBgn0266666,FBpp0079031,FBtr0079403,50428,Sem1,Dm.6310,Q9VM46
FBgn0039770,FBgn0039770,FBpp0308286,FBtr0339141,43614,CG15537,Dm.27455,Q9VA76
FBgn0039141,FBgn0039141,FBpp0302812,FBtr0321260,42846,spas,Dm.7035,A0A0B4LHJ5
FBgn0267849,FBgn0267849,FBpp0078008,FBtr0078352,36173,Syx7,Dm.562,Q7K0X9
FBgn0024991,FBgn0024991,FBpp0302769,FBtr0310649,31260,CG2694,Dm.6930,Q9W4W3
CG18672,,,,,,,
FBgn0040393,FBgn0040393,FBpp0070516,FBtr0070541,31297,CG14265,Dm.31065,Q9V401
FBgn0037465,FBgn0037465,FBpp0081159,FBtr0081645,40841,CG1105,Dm.6743,Q9VI53
FBgn0038349,FBgn0038349,FBpp0082605,FBtr0083151,41896,AOX3,Dm.12925,Q9VF51
FBgn0036906,FBgn0036906,FBpp0074697,FBtr0074928,40156,CG14102,Dm.5999,Q9VW38
FBgn0027785,FBgn0027785,FBpp0083126,FBtr0083712,42282,NP15.6,Dm.4656,Q9V3L7
FBgn0061469,FBgn0061469,FBpp0075916,FBtr0076186,39266,Ube3a,Dm.928,Q9VTH1
FBgn0037170,FBgn0037170,FBpp0078166,FBtr0078514,40475,Trxr-2,Dm.2498,Q9VNT5
FBgn0039425,FBgn0039425,FBpp0084378,FBtr0085006,43189,CG5432,Dm.20759,Q9VBF5
FBgn0031676,FBgn0031676,FBpp0078648,FBtr0079009,33734,senju,Dm.19784,Q9VMU8
FBgn0032368,FBgn0032368,FBpp0309456,FBtr0340563,34581,spag4,,Q9VKG2
FBgn0031295,FBgn0031295,FBpp0077662,FBtr0077997,33278,CG4375,Dm.5615,Q9VPV6
FBgn0000045,FBgn0000045,FBpp0078131,FBtr0078478,40444,Act79B,Dm.5748,M9PFZ6
FBgn0003124,FBgn0003124,FBpp0099722,FBtr0100318,40232,polo,Dm.2513,P52304
FBgn0050364,FBgn0050364,FBpp0087850,FBtr0088772,246567,hubl,,A1Z7D7
FBgn0085466,FBgn0085466,FBpp0111650,FBtr0112738,5740179,CG34437,Dm.34303,A8JRF0
FBgn0032987,FBgn0032987,FBpp0303728,FBtr0331295,35453,RpL21,Dm.11743,Q9V9M7
FBgn0035780,FBgn0035780,FBpp0076565,FBtr0076855,38829,CG18417,Dm.6145,Q9VS67
FBgn0034504,FBgn0034504,FBpp0085595,FBtr0086283,37306,CG8929,Dm.6803,A1ZBT6
FBgn0036661,FBgn0036661,FBpp0305784,FBtr0333607,39875,CG9705,Dm.7196,M9PFS8
FBgn0028577,FBgn0028577,FBpp0289645,FBtr0300416,38173,hfp,Dm.7331,A4V193
FBgn0037469,FBgn0037469,FBpp0081152,FBtr0081638,40846,Dpck,Dm.10800,Q9VI57
FBgn0053207,FBgn0053207,FBpp0082616,FBtr0083162,41899,pxb,Dm.4938,Q8MY02
FBgn0000140,FBgn0000140,FBpp0084071,FBtr0084692,42946,asp,Dm.7038,H0RNM3
FBgn0263247,FBgn0263247,FBpp0300404,FBtr0308059,12798201,CG43390,Dm.38849,M9NE78
FBgn0035402,FBgn0035402,FBpp0401600,FBtr0445725,38375,Usp5,Dm.11718,Q9VZU7
FBgn0259710,FBgn0259710,FBpp0291688,FBtr0302526,7354408,CG42364,Dm.38368,B7YZN3
FBgn0004861,FBgn0004861,FBpp0070416,FBtr0070432,31181,ph-p,Dm.5733,Q5U0W8
FBgn0026403,FBgn0026403,FBpp0087438,FBtr0088349,36089,Ndg,Dm.11018,A1Z877
FBgn0000277,FBgn0000277,FBpp0084978,FBtr0085614,43597,CecA2,Dm.24116,C0HKQ7
FBgn0053180,FBgn0053180,FBpp0292665,FBtr0303648,118436,Ranbp16,Dm.6759,M9MSN9
FBgn0020306,FBgn0020306,FBpp0071530,FBtr0071604,45655,dom,,A0A0B4LFX8
Dmel_CG18389,,,,,,,
FBgn0040372,FBgn0040372,FBpp0070062,FBtr0070063,30971,G9a,Dm.9,M9PGH7
FBgn0030468,FBgn0030468,FBpp0073588,FBtr0073757,32282,CG1622,Dm.10950,M9PHQ4
FBgn0042201,FBgn0042201,FBpp0075128,FBtr0075369,59235,Nplp3,Dm.20569,A0A1B2AL58
FBgn0029745,FBgn0029745,FBpp0070709,FBtr0070741,31433,Rpn13R,Dm.33761,Q9W4E6
FBgn0029765,FBgn0029765,FBpp0070742,FBtr0070776,31460,CG16756,Dm.6320,Q9W4C2
FBgn0035192,FBgn0035192,FBpp0072545,FBtr0072651,38133,CG9194,Dm.31131,Q9W0J0
FBgn0001320,FBgn0001320,FBpp0077941,FBtr0078283,40287,kni,Dm.2511,X2JGX8
FBgn0033698,FBgn0033698,FBpp0087116,FBtr0088008,36319,CG8858,,Q9V677
FBgn0034464,FBgn0034464,FBpp0085668,FBtr0086472,37259,CG11018,Dm.12098,Q7JXG2
FBgn0030628,FBgn0030628,FBpp0073837,FBtr0074020,32460,CG9114,Dm.19713,Q9VXW5
FBgn0037408,FBgn0037408,FBpp0078239,FBtr0078590,40754,NPFR,Dm.2483,A0A0B4K6A5
FBgn0032668,FBgn0032668,FBpp0080591,FBtr0081038,35086,CG17681,Dm.29424,Q9VJA0
FBgn0030257,FBgn0030257,FBpp0073247,FBtr0073391,32034,SmydA-4,,M9PHK0
FBgn0013750,FBgn0013750,FBpp0086511,FBtr0087379,36699,Arf51F,Dm.2891,P40946
FBgn0086442,FBgn0086442,FBpp0080686,FBtr0081142,35170,mib2,Dm.11412,Q9VJ14
FBgn0050065,FBgn0050065,FBpp0086784,FBtr0087663,246431,CG30065,,A1Z9D0
FBgn0029833,FBgn0029833,FBpp0070832,FBtr0070867,31536,MCTS1,Dm.7753,Q9W445
FBgn0003292,FBgn0003292,FBpp0075877,FBtr0076146,39297,rt,,Q9VTK2
FBgn0020018,FBgn0020018,FBpp0084044,FBtr0084664,42939,Ppox,Dm.21116,Q9VC52
FBgn0051300,FBgn0051300,FBpp0084199,FBtr0084824,326132,CG31300,Dm.6370,Q8IMT6
FBgn0000024,FBgn0000024,FBpp0082248,FBtr0082780,41625,Ace,Dm.1179,E1JIJ8
FBgn0027609,FBgn0027609,FBpp0077147,FBtr0077457,33648,morgue,Dm.3176,Q9Y165
FBgn0031232,FBgn0031232,FBpp0300566,FBtr0308246,33183,CG11617,Dm.6489,Q9VPL4
FBgn0260008,FBgn0260008,FBpp0290999,FBtr0301785,5740185,UQCR-11,Dm.6900,A8Y535
FBgn0032843,FBgn0032843,FBpp0310393,FBtr0343848,35291,CG10730,,Q9VIP6
FBgn0032269,FBgn0032269,FBpp0079721,FBtr0080132,34455,w-cup,Dm.20715,M9MSI1
FBgn0030634,FBgn0030634,FBpp0073831,FBtr0074014,32467,CG9164,Dm.2290,Q9VXV9
FBgn0032981,FBgn0032981,FBpp0289157,FBtr0299879,35447,CG3635,Dm.26854,M9NFE4
FBgn0052073,FBgn0052073,FBpp0075959,FBtr0076230,326191,CG32073,Dm.27846,Q9VTF2
FBgn0036766,FBgn0036766,FBpp0074923,FBtr0075157,39992,CG5506,Dm.13850,Q9VVM2
FBgn0035533,FBgn0035533,FBpp0112051,FBtr0113138,38534,Cip4,Dm.7348,A8JNK4
FBgn0052672,FBgn0052672,FBpp0071427,FBtr0071498,32001,Atg8a,Dm.20907,X2JJA8
FBgn0052412,FBgn0052412,FBpp0076788,FBtr0077080,38663,QC,Dm.14482,Q9VRQ9
FBgn0014368,FBgn0014368,FBpp0075943,FBtr0076214,64867,nol,Dm.39374,Q8IQE8
FBgn0052204,FBgn0052204,FBpp0112341,FBtr0113429,317913,CG32204,Dm.15157,Q8IQT9
FBgn0032860,FBgn0032860,FBpp0297862,FBtr0307019,35312,CG15130,Dm.26848,M9NEV1
FBgn0001218,FBgn0001218,FBpp0311376,FBtr0345166,32133,Hsc70-3,Dm.2924,F3YDH0
FBgn0031871,FBgn0031871,FBpp0304603,FBtr0332325,33971,Fgop2,Dm.6539,M9PEZ2
FBgn0031644,FBgn0031644,FBpp0077082,FBtr0077390,33694,CG15625,Dm.5115,Q9VR43
FBgn0030904,FBgn0030904,FBpp0289419,FBtr0300182,32805,upd2,Dm.26661,Q9VWX2
FBgn0037430,FBgn0037430,FBpp0081205,FBtr0081708,40777,Osi20,Dm.6139,Q9VI07
FBgn0250846,FBgn0250846,FBpp0307953,FBtr0337024,40807,glob2,Dm.7577,H8F4P7
FBgn0025836,FBgn0025836,FBpp0309060,FBtr0340053,5740235,RhoGAP1A,Dm.30440,Q29QE1
FBgn0039537,FBgn0039537,FBpp0084585,FBtr0085215,43325,CG5590,Dm.4676,Q9VB10
FBgn0037025,FBgn0037025,FBpp0302830,FBtr0321284,40300,Spc105R,Dm.15093,M9PIC9
FBgn0037429,FBgn0037429,FBpp0081204,FBtr0081707,40776,Osi19,Dm.10872,Q6AWK7
FBgn0264494,FBgn0264494,FBpp0077553,FBtr0077885,33354,CG17646,Dm.263,Q8T9E6
FBgn0035806,FBgn0035806,FBpp0076519,FBtr0076807,38858,PGRP-SD,Dm.33934,Q9VS97
FBgn0013732,FBgn0013732,FBpp0307644,FBtr0336663,35564,sced,Dm.11602,Q6NQZ5
FBgn0000273,FBgn0000273,FBpp0089382,FBtr0079852,34284,Pka-C1,Dm.2136,P12370
FBgn0024814,FBgn0024814,FBpp0074599,FBtr0074830,40221,Clc,Dm.2515,E1JI22
FBgn0029174,FBgn0029174,FBpp0079468,FBtr0079872,47762,FKBP59,Dm.1764,Q9VL78
FBgn0035903,FBgn0035903,FBpp0305269,FBtr0333055,38971,CG6765,Dm.18879,Q9VSL1
CG13303,,,,,,,
FBgn0032421,FBgn0032421,FBpp0079924,FBtr0080342,34646,crok,Dm.20440,Q9VKA0
FBgn0260944,FBgn0260944,FBpp0081752,FBtr0082275,41294,Rbp1,Dm.2213,A0A1B2AJY5
FBgn0039856,FBgn0039856,FBpp0310455,FBtr0344003,43722,CG1774,Dm.1389,Q9V9W4
FBgn0030386,FBgn0030386,FBpp0073477,FBtr0073644,32190,CG2574,Dm.12008,Q9VYN3
FBgn0085263,FBgn0085263,FBpp0111343,FBtr0112428,5740861,CG34234,Dm.34626,Q6IGL1
FBgn0039380,FBgn0039380,FBpp0308302,FBtr0339158,43126,CG5890,Dm.24096,Q9VBL2
FBgn0028949,FBgn0028949,FBpp0310293,FBtr0343718,34915,CG15254,Dm.12042,Q9V3M3
FBgn0250789,FBgn0250789,FBpp0072672,FBtr0072789,38231,alpha-Spec,Dm.7397,M9PGV6
FBgn0051205,FBgn0051205,FBpp0311926,FBtr0346092,318626,CG31205,Dm.26553,Q8IN51
FBgn0027055,FBgn0027055,FBpp0077927,FBtr0078269,40308,CSN3,Dm.5855,Q8SYG2
FBgn0027504,FBgn0027504,FBpp0087125,FBtr0088017,36302,CG8878,Dm.3130,Q7KMI3
Dmel_CG6706,,,,,,,
FBgn0036570,FBgn0036570,FBpp0075250,FBtr0075495,39763,IntS9,Dm.977,Q95TS5
FBgn0034468,FBgn0034468,FBpp0085672,FBtr0086476,37264,Obp56a,Dm.19963,A0A1B2AKN7
FBgn0029969,FBgn0029969,FBpp0071095,FBtr0071143,31695,CG10932,Dm.4959,Q9W3N9
FBgn0033871,FBgn0033871,FBpp0086758,FBtr0087632,36528,CG13339,,A1Z9H7
FBgn0038343,FBgn0038343,FBpp0289411,FBtr0300174,41890,Trissin,Dm.27302,Q4V645
FBgn0000150,FBgn0000150,FBpp0312191,FBtr0346611,43739,awd,Dm.6904,A0A0B4LJ12
FBgn0032964,FBgn0032964,FBpp0085263,FBtr0085909,35429,CG11630,Dm.34133,Q9V9Q1
FBgn0041241,FBgn0041241,FBpp0087228,FBtr0088127,117345,Gr47b,,P58961
FBgn0032482,FBgn0032482,FBpp0080020,FBtr0080439,34716,Pect,Dm.416,Q7KTB3
FBgn0086707,FBgn0086707,FBpp0080638,FBtr0081088,35099,ncm,Dm.11546,Q9VJ87
FBgn0034046,FBgn0034046,FBpp0300972,FBtr0308815,36743,tun,Dm.3987,A0A0B4K882
FBgn0033856,FBgn0033856,FBpp0297097,FBtr0305955,36510,CG13334,Dm.7779,A1Z9F8
FBgn0040730,FBgn0040730,FBpp0085677,FBtr0086482,50203,CG15127,Dm.27773,Q4V473
FBgn0035879,FBgn0035879,FBpp0076332,FBtr0076605,38945,GAPcenA,Dm.13603,A8JNN5
FBgn0004034,FBgn0004034,FBpp0070070,FBtr0070071,30980,y,Dm.23761,P09957
FBgn0032149,FBgn0032149,FBpp0292502,FBtr0303447,34302,CG4036,Dm.11173,Q9VL81
FBgn0032781,FBgn0032781,FBpp0080746,FBtr0081205,35220,RtcB,Dm.13521,Q9VIW7
FBgn0038478,FBgn0038478,FBpp0082841,FBtr0083400,42065,cal1,Dm.20203,Q9VEN2
FBgn0031764,FBgn0031764,FBpp0078856,FBtr0079225,33843,CG9107,Dm.317,Q9VMJ1
FBgn0250822,FBgn0250822,FBpp0111330,FBtr0112415,5740154,CG34222,Dm.22030,A1A6P9
FBgn0031332,FBgn0031332,FBpp0310391,FBtr0343845,33320,CG5556,,Q9VQ01
FBgn0038491,FBgn0038491,FBpp0082851,FBtr0083410,42079,CG5292,Dm.5476,Q9VEM0
FBgn0004926,FBgn0004926,FBpp0075700,FBtr0075968,39433,eIF2beta,Dm.942,F3YDB2
FBgn0085336,FBgn0085336,FBpp0290301,FBtr0301079,5740370,CG34307,Dm.33391,A1A711
FBgn0034816,FBgn0034816,FBpp0302027,FBtr0310344,37663,CG3085,Dm.743,Q9W1V2
FBgn0031492,FBgn0031492,FBpp0077333,FBtr0077648,33513,CG3542,Dm.4165,Q9VQK5
FBgn0003141,FBgn0003141,FBpp0088417,FBtr0089395,35292,pr,Dm.476,P48611
FBgn0025394,FBgn0025394,FBpp0308663,FBtr0339591,31110,inc,Dm.15,Q9W579
FBgn0035922,FBgn0035922,FBpp0271836,FBtr0273328,38994,Pex7,Dm.15472,Q9VSN7
FBgn0037341,FBgn0037341,FBpp0078338,FBtr0078689,40672,CG12746,Dm.7363,Q8IGV3
FBgn0032804,FBgn0032804,FBpp0310330,FBtr0343772,35245,CG13081,,Q9VIU2
FBgn0000591,FBgn0000591,FBpp0084335,FBtr0084961,43161,E(spl)m8-HLH,Dm.27416,P13098
FBgn0039994,FBgn0039994,FBpp0311259,FBtr0345008,3355133,conu,Dm.2175,Q8T0G4
FBgn0004367,FBgn0004367,FBpp0074047,FBtr0074271,32608,mei-41,Dm.23161,Q9VXG8
FBgn0085398,FBgn0085398,FBpp0111506,FBtr0112594,37498,ppk9,Dm.26996,A0A0B4LG42
Dmel_CG34397,,,,,,,
FBgn0031268,FBgn0031268,FBpp0301725,FBtr0310022,33237,cold,Dm.250,Q9VPR7
Dmel_CG30092,,,,,,,
FBgn0031033,FBgn0031033,FBpp0074538,FBtr0074769,32951,CG14219,Dm.22843,Q9VWG5
FBgn0038376,FBgn0038376,FBpp0082642,FBtr0083188,41925,Hmt-1,Dm.1214,Q9VF20
FBgn0034054,FBgn0034054,FBpp0086343,FBtr0087201,36754,CG8366,Dm.19937,Q8SXR5
FBgn0010380,FBgn0010380,FBpp0074558,FBtr0074789,32987,AP-1-2beta,Dm.2885,Q24253
FBgn0037418,FBgn0037418,FBpp0078263,FBtr0078614,40765,Osi11,Dm.27904,Q9VNN1
FBgn0033309,FBgn0033309,FBpp0308451,FBtr0339357,35842,CG8735,Dm.531,Q7K2N0
FBgn0034401,FBgn0034401,FBpp0085809,FBtr0086627,37177,MetRS,,A1ZBE9
FBgn0085245,FBgn0085245,FBpp0308263,FBtr0339118,5740103,CG34216,Dm.512,A8DY55
FBgn0027509,FBgn0027509,FBpp0077502,FBtr0077829,33389,TBCD,Dm.3184,Q9VQ78
FBgn0031420,FBgn0031420,FBpp0303854,FBtr0331437,33423,Atxn7,Dm.11256,Q9VQB6
FBgn0035070,FBgn0035070,FBpp0072287,FBtr0072380,37974,CG3650,,Q9W0Z7
FBgn0261990,FBgn0261990,FBpp0292825,FBtr0303818,10178961,CG42808,Dm.38211,Q8IH23
FBgn0041087,FBgn0041087,FBpp0087590,FBtr0088506,53558,wun2,Dm.1561,A0A0B4LEJ6
FBgn0030314,FBgn0030314,FBpp0073361,FBtr0073512,32104,CG11696,Dm.138,Q9VYX2
FBgn0004591,FBgn0004591,FBpp0075325,FBtr0075572,39704,Eig71Ed,Dm.2541,Q27241
FBgn0030724,FBgn0030724,FBpp0074035,FBtr0074258,32573,Nipsnap,Dm.3733,M9PJP0
FBgn0261954,FBgn0261954,FBpp0298290,FBtr0307289,46006,east,Dm.6506,Q7KW02
FBgn0000052,FBgn0000052,FBpp0078852,FBtr0079221,33847,ade2,,P35421
FBgn0037979,FBgn0037979,FBpp0112136,FBtr0113224,41459,GCC185,Dm.18760,Q9VGE4
FBgn0261987,FBgn0261987,FBpp0082932,FBtr0083508,42131,Pxt,Dm.19352,Q9VEG6
FBgn0037040,FBgn0037040,FBpp0113109,FBtr0114617,40319,CG12983,Dm.18738,B7Z093
FBgn0262567,FBgn0262567,FBpp0293429,FBtr0304890,12798326,CG43107,Dm.37573,D0IQC0
FBgn0036817,FBgn0036817,FBpp0300968,FBtr0308811,40050,CG6865,Dm.25461,M9NDV6
FBgn0261675,FBgn0261675,FBpp0076932,FBtr0077239,33072,Npc1b,,Q9VRC9
FBgn0067628,FBgn0067628,FBpp0082457,FBtr0082998,2768668,CG33331,Dm.33822,Q8INF2
FBgn0032750,FBgn0032750,FBpp0080694,FBtr0081150,35179,CG10495,Dm.465,Q9VJ06
FBgn0035247,FBgn0035247,FBpp0072695,FBtr0072813,38197,metl,Dm.4455,Q86BS6
FBgn0051644,FBgn0051644,FBpp0078790,FBtr0079159,318868,CG31644,Dm.7516,X2J713
FBgn0243513,FBgn0243513,FBpp0077350,FBtr0077666,33520,cnir,Dm.27642,Q9VQL3
FBgn0034198,FBgn0034198,FBpp0311625,FBtr0345517,36935,CG11400,Dm.11900,Q7JV39
FBgn0034865,FBgn0034865,FBpp0071930,FBtr0072021,37715,Or59b,Dm.23265,Q9W1P8
FBgn0015229,FBgn0015229,FBpp0083555,FBtr0084157,42571,glec,Dm.2274,D3DME2
FBgn0031711,FBgn0031711,FBpp0078729,FBtr0079096,33775,CG6907,Dm.7695,Q9VMQ7
FBgn0039463,FBgn0039463,FBpp0084440,FBtr0085068,43239,CG18472,,Q9VBA1
FBgn0086656,FBgn0086656,FBpp0087704,FBtr0088623,35933,shrb,Dm.2267,Q8T0Q4
FBgn0039440,FBgn0039440,FBpp0113030,FBtr0114538,43206,TwdlJ,Dm.27421,Q9VBD6
FBgn0032901,FBgn0032901,FBpp0080973,FBtr0081444,35359,sky,Dm.2151,Q8MT51
