SGD,COMMON,ENSEMBL,ENSEMBLPROT,ENSEMBLTRANS,ENTREZID,UNIPROT
S000028816,,YBR196C-B,YBR196C-B_mRNA,YBR196C-B_mRNA,1466448,Q3E778
S000005162,MGS1,YNL218W,YNL218W_mRNA,YNL218W_mRNA,855503,P40151
S000002282,aldo-keto reductase superfamily protein,YDL124W,YDL124W_mRNA,YDL124W_mRNA,851433,Q07551
S000002779,CTS2,YDR371W,YDR371W_mRNA,YDR371W_mRNA,851977,Q06350
S000005711,CNR2,YOR185C,YOR185C_mRNA,YOR185C_mRNA,854357,P32836
S000005301,AIM38,YNR018W,YNR018W_mRNA,YNR018W_mRNA,855752,P53721
S000004494,RAD52,YML032C,YML032C_mRNA,YML032C_mRNA,854976,P06778
S000002904,PUF6,YDR496C,YDR496C_mRNA,YDR496C_mRNA,852107,Q04373
S000003295,SPT4,YGR063C,YGR063C_mRNA,YGR063C_mRNA,852955,P32914
S000006195,SAM3,YPL274W,YPL274W_mRNA,YPL274W_mRNA,855854,Q08986
S000002436,,,,,851593,
S000004456,,YEL076C-A,YEL076C-A_mRNA,YEL076C-A_mRNA,851185,P0CX16
S000002315,CMR1,YDL156W,YDL156W_mRNA,YDL156W_mRNA,851399,Q12510
S000000229,OLA1,YBR025C,YBR025C_mRNA,YBR025C_mRNA,852313,P38219
S000000170,AAR2,YBL074C,YBL074C_mRNA,YBL074C_mRNA,852205,P32357
S000002241,RPS16B,YDL083C,YDL083C_mRNA,YDL083C_mRNA,851476,P0CX51
S000006127,PGC1,YPL206C,YPL206C_mRNA,YPL206C_mRNA,855895,Q08959
S000003054,MAD1,YGL086W,YGL086W_mRNA,YGL086W_mRNA,852794,P40957
S000001736,SAP190,YKR028W,YKR028W_mRNA,YKR028W_mRNA,853899,P36123
S000005674,SPP2,YOR148C,YOR148C_mRNA,YOR148C_mRNA,854319,Q02521
S000002632,HTB1,YDR224C,YDR224C_mRNA,YDR224C_mRNA,851810,P02293
S000005885,HAP5,YOR358W,YOR358W_mRNA,YOR358W_mRNA,854540,Q02516
S000005289,DID7,YNR006W,YNR006W_mRNA,YNR006W_mRNA,855739,P40343
S000001749,,YKR041W,YKR041W_mRNA,YKR041W_mRNA,853914,P36134
S000005571,ISP6,YOR045W,YOR045W_mRNA,YOR045W_mRNA,854210,P33448
S000001886,CHL10,YFL008W,YFL008W_mRNA,YFL008W_mRNA,850540,P32908
S000028526,,YOR020W-A,YOR020W-A_mRNA,YOR020W-A_mRNA,1466480,Q3E824
S000002474,OCA6,YDR067C,YDR067C_mRNA,YDR067C_mRNA,851639,Q12454
S000006271,ISA2,YPR067W,YPR067W_mRNA,YPR067W_mRNA,856180,Q12425
S000001807,BAS1,YKR099W,YKR099W_mRNA,YKR099W_mRNA,853974,P22035
S000000538,MSRB,YCL033C,YCL033C_mRNA,YCL033C_mRNA,850324,P25566
S000003914,PGL1,YJR153W,YJR153W_mRNA,YJR153W_mRNA,853618,P47180
S000001735,BCH2,YKR027W,YKR027W_mRNA,YKR027W_mRNA,853898,P36122
S000003957,RIX7,YLL034C,YLL034C_mRNA,YLL034C_mRNA,850625,Q07844
S000003470,KEL2,YGR238C,YGR238C_mRNA,YGR238C_mRNA,853153,P50090
S000000139,ECM13,YBL043W,YBL043W_mRNA,YBL043W_mRNA,852237,P38195
S000001533,,YKL050C,YKL050C_mRNA,YKL050C_mRNA,853816,P35736
S000003429,SNG1,YGR197C,YGR197C_mRNA,YGR197C_mRNA,853111,P46950
S000001868,STE2,YFL026W,YFL026W_mRNA,YFL026W_mRNA,850518,D6VTK4
S000003575,LOH1,YJL038C,YJL038C_mRNA,YJL038C_mRNA,853413,P47055
S000000230,ETR1,YBR026C,YBR026C_mRNA,YBR026C_mRNA,852314,P38071
S000002547,MTQ2,YDR140W,YDR140W_mRNA,YDR140W_mRNA,851718,Q03920
S000005840,SPS4,YOR313C,YOR313C_mRNA,YOR313C_mRNA,854490,P09937
S000002668,APC13,YDR260C,YDR260C_mRNA,YDR260C_mRNA,851847,Q12379
S000001546,,YKL063C,YKL063C_mRNA,YKL063C_mRNA,853802,P35725
S000001128,MRE2,YHR086W,YHR086W_mRNA,YHR086W_mRNA,856486,Q00539
S000002981,AMY1,YGL013C,YGL013C_mRNA,YGL013C_mRNA,852871,P12383
S000005078,,YNL134C,YNL134C_mRNA,YNL134C_mRNA,855588,P53912
S000006378,,YPR174C,YPR174C_mRNA,YPR174C_mRNA,856304,Q06616
S000000768,GDA1,YEL042W,YEL042W_mRNA,YEL042W_mRNA,856669,P32621
S000002974,PMC1,YGL006W,YGL006W_mRNA,YGL006W_mRNA,852878,P38929
S000000232,YPK3,YBR028C,YBR028C_mRNA,YBR028C_mRNA,852316,P38070
S000002210,1-acylglycerol-3-phosphate O-acyltransferase SLC1,YDL052C,YDL052C_mRNA,YDL052C_mRNA,851508,P33333
S000000142,HSM6,YBL046W,YBL046W_mRNA,YBL046W_mRNA,852234,P38193
S000004252,Rab family GTPase YPT6,YLR262C,YLR262C_mRNA,YLR262C_mRNA,850966,Q99260
S000000242,CHS2,YBR038W,YBR038W_mRNA,YBR038W_mRNA,852326,P14180
S000003211,,YGL242C,YGL242C_mRNA,YGL242C_mRNA,852609,P53066
S000002783,BCS1,YDR375C,YDR375C_mRNA,YDR375C_mRNA,851981,P32839
S000001603,OAC1,YKL120W,YKL120W_mRNA,YKL120W_mRNA,853739,P32332
S000001462,DAL81,YIR023W,YIR023W_mRNA,YIR023W_mRNA,854841,P21657
S000004681,PDS5,YMR076C,YMR076C_mRNA,YMR076C_mRNA,855099,Q04264
S000004997,COX5A,YNL052W,YNL052W_mRNA,YNL052W_mRNA,855675,P00424
S000003665,TRK1,YJL129C,YJL129C_mRNA,YJL129C_mRNA,853312,P12685
S000028813,,YAL063C-A,YAL063C-A_mRNA,YAL063C-A_mRNA,1466427,Q3E791
S000002896,PAC11,YDR488C,YDR488C_mRNA,YDR488C_mRNA,852099,P40960
S000001587,GFA1,YKL104C,YKL104C_mRNA,YKL104C_mRNA,853757,P14742
S000001385,SIM1,YIL123W,YIL123W_mRNA,YIL123W_mRNA,854683,P40472
S000003359,,YGR127W,YGR127W_mRNA,YGR127W_mRNA,853028,P53275
S000004566,TSL1,YML100W,YML100W_mRNA,YML100W_mRNA,854872,P38427
S000003277,,,,,852936,
S000028551,,YGR240C-A,YGR240C-A_mRNA,YGR240C-A_mRNA,1466463,Q3E786
S000002656,gluconokinase,YDR248C,YDR248C_mRNA,YDR248C_mRNA,851835,Q03786
S000002833,SNX41,YDR425W,YDR425W_mRNA,YDR425W_mRNA,852035,Q04053
S000003021,PRM8,YGL053W,YGL053W_mRNA,YGL053W_mRNA,852828,P53174
S000006438,L36B,YPL249C-A,YPL249C-A_mRNA,YPL249C-A_mRNA,855826,O14455
S000000799,,YEL073C,YEL073C_mRNA,YEL073C_mRNA,856636,P39974
S000002944,STL1,YDR536W,YDR536W_mRNA,YDR536W_mRNA,852149,P39932
S000003483,DHI1,YGR251W,YGR251W_mRNA,YGR251W_mRNA,853166,P53317
S000005085,AAH1,YNL141W,YNL141W_mRNA,YNL141W_mRNA,855581,P53909
S000000648,RSC6,YCR052W,YCR052W_mRNA,YCR052W_mRNA,850419,P25632
S000001395,L13,YIL133C,YIL133C_mRNA,YIL133C_mRNA,854673,P26784
S000003984,MMP1,YLL061W,YLL061W_mRNA,YLL061W_mRNA,850665,Q12372
S000003699,,YJL163C,YJL163C_mRNA,YJL163C_mRNA,853276,P46996
S000002724,OMS1,YDR316W,YDR316W_mRNA,YDR316W_mRNA,851911,Q06668
S000004176,18S rRNA pseudouridine methyltransferase,YLR186W,YLR186W_mRNA,YLR186W_mRNA,850883,Q06287
S000007391,gag-pol fusion protein,,,,851674,Q03855
S000003825,CCT5,YJR064W,YJR064W_mRNA,YJR064W_mRNA,853527,P40413
S000003085,,YGL117W,YGL117W_mRNA,YGL117W_mRNA,852761,P53133
S000002231,AHK1,YDL073W,YDL073W_mRNA,YDL073W_mRNA,851486,Q07454
S000001583,YPF1,YKL100C,YKL100C_mRNA,YKL100C_mRNA,853761,P34248
S000002568,ACL4,YDR161W,YDR161W_mRNA,YDR161W_mRNA,851739,Q03771
S000004925,KAP121,YMR308C,YMR308C_mRNA,YMR308C_mRNA,855356,P32337
S000001278,SNL1,YIL016W,YIL016W_mRNA,YIL016W_mRNA,854796,P40548
S000006028,,YPL107W,YPL107W_mRNA,YPL107W_mRNA,855997,Q02873
S000004519,SPC2,YML055W,YML055W_mRNA,YML055W_mRNA,854949,Q04969
S000004603,CDC5,YMR001C,YMR001C_mRNA,YMR001C_mRNA,855013,P32562
S000004409,ESCRT-II subunit protein VPS36,YLR417W,YLR417W_mRNA,YLR417W_mRNA,851135,Q06696
S000005879,TFB6,YOR352W,YOR352W_mRNA,YOR352W_mRNA,854534,Q08816
S000004905,TDA1,YMR291W,YMR291W_mRNA,YMR291W_mRNA,855336,Q03533
S000006081,CDC60,YPL160W,YPL160W_mRNA,YPL160W_mRNA,855943,P26637
S000006030,,YPL109C,YPL109C_mRNA,YPL109C_mRNA,855995,Q02981
S000004061,MED14,YLR071C,YLR071C_mRNA,YLR071C_mRNA,850760,P19263
S000002128,Arf family guanine nucleotide exchange factor SBH1,YER087C-B,YER087C-B_mRNA,YER087C-B_mRNA,856821,P52870
S000005491,,YOL131W,YOL131W_mRNA,YOL131W_mRNA,853989,Q08270
S000003388,PTI1,YGR156W,YGR156W_mRNA,YGR156W_mRNA,853060,P39927
S000003692,RAA3,YJL156C,YJL156C_mRNA,YJL156C_mRNA,853285,P47002
S000001064,,YHR022C,YHR022C_mRNA,YHR022C_mRNA,856417,P38763
S000004235,CDD1,YLR245C,YLR245C_mRNA,YLR245C_mRNA,850946,Q06549
S000006157,ENV7,YPL236C,YPL236C_mRNA,YPL236C_mRNA,855840,Q12003
S000002762,TRP4,YDR354W,YDR354W_mRNA,YDR354W_mRNA,851956,P07285
S000002351,ARF1,YDL192W,YDL192W_mRNA,YDL192W_mRNA,851335,P11076
S000005666,SFL1,YOR140W,YOR140W_mRNA,YOR140W_mRNA,854307,P20134
S000000292,PCNA,YBR088C,YBR088C_mRNA,YBR088C_mRNA,852385,P15873
S000002785,ATP17,YDR377W,YDR377W_mRNA,YDR377W_mRNA,851983,Q06405
S000000633,PHO87,YCR037C,YCR037C_mRNA,YCR037C_mRNA,850403,P25360
S000000647,,YCR051W,YCR051W_mRNA,YCR051W_mRNA,850418,P25631
S000003858,DPH4,YJR097W,YJR097W_mRNA,YJR097W_mRNA,853560,P47138
S000006193,PBI1,YPL272C,YPL272C_mRNA,YPL272C_mRNA,855856,Q08984
YDR316W-A,,,,,,
S000003127,,YGL159W,YGL159W_mRNA,YGL159W_mRNA,852717,P53110
S000002584,E2 ubiquitin-conjugating protein UBC1,YDR177W,YDR177W_mRNA,YDR177W_mRNA,851757,P21734
S000004233,GPN3,YLR243W,YLR243W_mRNA,YLR243W_mRNA,850944,Q06543
S000002242,ATP-dependent RNA helicase SUB2,YDL084W,YDL084W_mRNA,YDL084W_mRNA,851475,Q07478
S000001336,SER33,YIL074C,YIL074C_mRNA,YIL074C_mRNA,854736,P40510
S000000195,ATP1,YBL099W,YBL099W_mRNA,YBL099W_mRNA,852177,P07251
S000002467,MAK21,YDR060W,YDR060W_mRNA,YDR060W_mRNA,851632,Q12176
S000003298,,YGR066C,YGR066C_mRNA,YGR066C_mRNA,852957,P53242
S000000453,3-deoxy-7-phosphoheptulonate synthase ARO4,YBR249C,YBR249C_mRNA,YBR249C_mRNA,852551,P32449
S000003404,YIP1,YGR172C,YGR172C_mRNA,YGR172C_mRNA,853082,P53039
S000000307,EMB1,YBR103W,YBR103W_mRNA,YBR103W_mRNA,852399,P38262
S000004827,SCJ1,YMR214W,YMR214W_mRNA,YMR214W_mRNA,855254,P25303
S000001240,IPI2,YHR197W,YHR197W_mRNA,YHR197W_mRNA,856604,P38883
S000000835,ZRG8,YER033C,YER033C_mRNA,YER033C_mRNA,856755,P40021
S000001884,WWM1,YFL010C,YFL010C_mRNA,YFL010C_mRNA,850538,P43582
S000028710,,YOR032W-A,YOR032W-A_mRNA,YOR032W-A_mRNA,1466481,Q8TGS1
S000005588,YOR29-13,YOR062C,YOR062C_mRNA,YOR062C_mRNA,854228,P36025
S000006262,YMC1,YPR058W,YPR058W_mRNA,YPR058W_mRNA,856171,P32331
S000003353,AMT1,YGR121C,YGR121C_mRNA,YGR121C_mRNA,853019,P40260
S000003153,putative hydroxyacid dehydrogenase,YGL185C,YGL185C_mRNA,YGL185C_mRNA,852690,P53100
S000000752,RNA binding protein SNU13,YEL026W,YEL026W_mRNA,YEL026W_mRNA,856687,P39990
S000006183,FUM1,YPL262W,YPL262W_mRNA,YPL262W_mRNA,855866,P08417
S000005068,NAF1,YNL124W,YNL124W_mRNA,YNL124W_mRNA,855599,P53919
S000001745,SPC34,YKR037C,YKR037C_mRNA,YKR037C_mRNA,853909,P36131
S000113613,HED1,YDR014W-A,YDR014W-A_mRNA,YDR014W-A_mRNA,4036073,Q03937
S000002253,PMT1,YDL095W,YDL095W_mRNA,YDL095W_mRNA,851462,P33775
S000005722,LIP5,YOR196C,YOR196C_mRNA,YOR196C_mRNA,854371,P32875
S000007255,ATP21,YDR322C-A,YDR322C-A_mRNA,YDR322C-A_mRNA,851922,P81449
S000002154,gag protein,,,,852298,Q12217
S000002292,PPH21,YDL134C,YDL134C_mRNA,YDL134C_mRNA,851421,P23594
S000004990,LAP2,YNL045W,YNL045W_mRNA,YNL045W_mRNA,855682,Q10740
S000004915,ADE4,YMR300C,YMR300C_mRNA,YMR300C_mRNA,855346,P04046
S000004635,CYK2,YMR032W,YMR032W_mRNA,YMR032W_mRNA,855048,Q05080
S000003444,N-acetyltransferase,YGR212W,YGR212W_mRNA,YGR212W_mRNA,853126,P53304
S000002798,E1 ubiquitin-activating protein UBA2,YDR390C,YDR390C_mRNA,YDR390C_mRNA,851998,P52488
S000001832,COS4,YFL062W,YFL062W_mRNA,YFL062W_mRNA,850482,P43542
S000005174,ELA1,YNL230C,YNL230C_mRNA,YNL230C_mRNA,855491,P53861
S000000929,LCP5,YER127W,YER127W_mRNA,YER127W_mRNA,856864,P40079
S000000296,PHO3,YBR092C,YBR092C_mRNA,YBR092C_mRNA,852389,P24031
S000004659,BUB2,YMR055C,YMR055C_mRNA,YMR055C_mRNA,855077,P26448
S000004010,YEH2,YLR020C,YLR020C_mRNA,YLR020C_mRNA,850707,Q07950
S000028830,,YHR007C-A,YHR007C-A_mRNA,YHR007C-A_mRNA,1466526,Q07074
S000002487,CVT8,YDR080W,YDR080W_mRNA,YDR080W_mRNA,851653,P38959
S000004390,SKI complex RNA helicase subunit SKI2,YLR398C,YLR398C_mRNA,YLR398C_mRNA,851114,P35207
S000002313,MSH5,YDL154W,YDL154W_mRNA,YDL154W_mRNA,851401,Q12175
S000003813,RAD7,YJR052W,YJR052W_mRNA,YJR052W_mRNA,853512,P06779
S000001178,SPL2,YHR136C,YHR136C_mRNA,YHR136C_mRNA,856538,P38839
S000028550,,YGR121W-A,YGR121W-A_mRNA,YGR121W-A_mRNA,1466458,Q3E816
S000003788,gag-pol fusion protein,,,,853484,P47098
S000005785,CRL13,YOR259C,YOR259C_mRNA,YOR259C_mRNA,854433,P53549
S000007369,gag protein,,,,853066,P0CX61
S000006335,NAA20,YPR131C,YPR131C_mRNA,YPR131C_mRNA,856249,Q06504
S000001262,,YHR219W,YHR219W_mRNA,YHR219W_mRNA,856629,P38900
S000002910,ETH2,YDR502C,YDR502C_mRNA,YDR502C_mRNA,852113,P19358
S000005026,ATP-binding mismatch repair protein,YNL082W,YNL082W_mRNA,YNL082W_mRNA,855642,P14242
S000000813,GPI-anchored mannoprotein,YER011W,YER011W_mRNA,YER011W_mRNA,856729,P10863
S000005356,MAN2,YEL070W,YEL070W_mRNA,YEL070W_mRNA,855810,P0CX08
S000000939,,YER137C,YER137C_mRNA,YER137C_mRNA,856877,P40083
S000001811,NFT1,YKR103W,YKR103W_mRNA,YKR103W_mRNA,853978,P0CE68
S000006398,OPT2,YPR194C,YPR194C_mRNA,YPR194C_mRNA,856324,Q06593
S000001828,Y' element ATP-dependent helicase,YFL066C,YFL066C_mRNA,YFL066C_mRNA,850478,P43538
S000007361,gag protein,,,,856285,Q6Q5H1
S000000507,RER1,YCL001W,YCL001W_mRNA,YCL001W_mRNA,850354,P25560
S000005353,ATP-binding cassette multidrug transporter PDR18,YNR070W,YNR070W_mRNA,YNR070W_mRNA,855807,P53756
S000004532,ERV41,YML067C,YML067C_mRNA,YML067C_mRNA,854935,Q04651
S000000952,SPI1,YER150W,YER150W_mRNA,YER150W_mRNA,856893,P40092
S000001861,RIM15,YFL033C,YFL033C_mRNA,YFL033C_mRNA,850511,P43565
S000004612,ANY1,YMR010W,YMR010W_mRNA,YMR010W_mRNA,855022,Q03687
S000000646,,YCR050C,YCR050C_mRNA,YCR050C_mRNA,850417,P25630
S000001486,MRP17,YKL003C,YKL003C_mRNA,YKL003C_mRNA,853867,P28778
S000007370,gag-pol fusion protein,,,,853067,P0CX63
S000005213,BSC4,YNL269W,YNL269W_mRNA,YNL269W_mRNA,855452,P53841
S000005324,4-hydroxybenzoate octaprenyltransferase,YNR041C,YNR041C_mRNA,YNR041C_mRNA,855778,P32378
S000006093,COX10,YPL172C,YPL172C_mRNA,YPL172C_mRNA,855931,P21592
S000004032,,YLR042C,YLR042C_mRNA,YLR042C_mRNA,850731,Q07990
S000028535,,YBR200W-A,YBR200W-A_mRNA,YBR200W-A_mRNA,1466449,Q3E755
S000002402,AAD4,YDL243C,YDL243C_mRNA,YDL243C_mRNA,851354,Q07747
S000003365,E2 ubiquitin-protein ligase peroxin 4,YGR133W,YGR133W_mRNA,YGR133W_mRNA,853034,P29340
S000002795,CIN10,YDR387C,YDR387C_mRNA,YDR387C_mRNA,851995,Q04162
S000001722,Rab family GTPase YPT52,YKR014C,YKR014C_mRNA,YKR014C_mRNA,853884,P36018
S000000574,VBA3,YCL069W,YCL069W_mRNA,YCL069W_mRNA,850290,P25594
S000000011,DEP1,YAL013W,YAL013W_mRNA,YAL013W_mRNA,851220,P31385
S000004992,LIT1,YNL047C,YNL047C_mRNA,YNL047C_mRNA,855680,P53955
S000005620,ARF3,YOR094W,YOR094W_mRNA,YOR094W_mRNA,854261,P40994
S000007281,COX2,Q0250,Q0250_mRNA,Q0250_mRNA,854622,P00410
S000004112,,,,,850813,
S000000372,PEX32,YBR168W,YBR168W_mRNA,YBR168W_mRNA,852466,P38292
S000004628,PAS11,YMR026C,YMR026C_mRNA,YMR026C_mRNA,855041,Q04370
S000001939,IRC6,YFR043C,YFR043C_mRNA,YFR043C_mRNA,850604,P43615
S000000688,MSH3,YCR092C,YCR092C_mRNA,YCR092C_mRNA,850454,P25336
S000002104,L2,YFR031C-A,YFR031C-A_mRNA,YFR031C-A_mRNA,850590,P0CX45
S000001244,PPX1,YHR201C,YHR201C_mRNA,YHR201C_mRNA,856608,P38698
S000004935,DIA1,YMR316W,YMR316W_mRNA,YMR316W_mRNA,855364,P54005
S000003061,SPC105,YGL093W,YGL093W_mRNA,YGL093W_mRNA,852787,P53148
S000006175,ADA1,YPL254W,YPL254W_mRNA,YPL254W_mRNA,855821,Q12060
S000003661,GCD14,YJL125C,YJL125C_mRNA,YJL125C_mRNA,853317,P46959
S000000556,LRE1,YCL051W,YCL051W_mRNA,YCL051W_mRNA,850306,P25579
S000004427,TSR2,YLR435W,YLR435W_mRNA,YLR435W_mRNA,851154,Q06672
S000003067,KRE35,YGL099W,YGL099W_mRNA,YGL099W_mRNA,852779,P53145
S000007401,gag-pol fusion protein,,,,851971,P0C2I3
S000003340,B-type cyclin CLB1,YGR108W,YGR108W_mRNA,YGR108W_mRNA,853002,P24868
S000007400,gag protein,,,,851970,P0CX70
S000002304,COP1,YDL145C,YDL145C_mRNA,YDL145C_mRNA,851410,P53622
S000000029,FUN21,YAL031C,YAL031C_mRNA,YAL031C_mRNA,851202,P39732
S000001118,PTC7,YHR076W,YHR076W_mRNA,YHR076W_mRNA,856475,P38797
S000005971,MNN9,YPL050C,YPL050C_mRNA,YPL050C_mRNA,856057,P39107
S000028514,CMC4,YMR194C-B,YMR194C-B_mRNA,YMR194C-B_mRNA,1466503,Q3E7A9
S000000331,ATPSV,YBR127C,YBR127C_mRNA,YBR127C_mRNA,852424,P16140
S000004745,PSO2,YMR137C,YMR137C_mRNA,YMR137C_mRNA,855168,P30620
S000028718,,YOR394C-A,YOR394C-A_mRNA,YOR394C-A_mRNA,1466490,Q8TGJ0
S000004361,Hsp70 family ATPase SSQ1,YLR369W,YLR369W_mRNA,YLR369W_mRNA,851084,Q05931
S000000290,IST2,YBR086C,YBR086C_mRNA,YBR086C_mRNA,852382,P38250
S000002187,ACT2,YDL029W,YDL029W_mRNA,YDL029W_mRNA,851532,P32381
S000004541,WAR1,YML076C,YML076C_mRNA,YML076C_mRNA,854899,Q03631
S000000417,MET8,YBR213W,YBR213W_mRNA,YBR213W_mRNA,852514,P15807
S000004303,ATG39,YLR312C,YLR312C_mRNA,YLR312C_mRNA,851021,Q06159
S000004689,putative glutamine--fructose-6-phosphate transaminase,YMR084W,YMR084W_mRNA,YMR084W_mRNA,855108,A2P2R3
S000000485,DUG2,YBR281C,YBR281C_mRNA,YBR281C_mRNA,852584,P38149
S000005815,,YOR289W,YOR289W_mRNA,YOR289W_mRNA,854463,Q12012
S000002880,TRAPP subunit TRS31,YDR472W,YDR472W_mRNA,YDR472W_mRNA,852083,Q03337
S000002375,COP9 signalosome catalytic subunit RRI1,YDL216C,YDL216C_mRNA,YDL216C_mRNA,851310,Q12468
S000000785,ENV6,,,,,
S000002617,,,,,851791,
S000004564,FUN81,YML098W,YML098W_mRNA,YML098W_mRNA,854875,P11747
S000004556,RPM2,YML091C,YML091C_mRNA,YML091C_mRNA,854883,Q02773
S000003228,YPS5,YGL259W,YGL259W_mRNA,YGL259W_mRNA,852632,P53057
S000001752,UIP5,YKR044W,YKR044W_mRNA,YKR044W_mRNA,853918,P36137
S000003002,,,,,852849,
S000005676,MRPL23,YOR150W,YOR150W_mRNA,YOR150W_mRNA,854321,Q12487
S000002412,MAF1,YDR005C,YDR005C_mRNA,YDR005C_mRNA,851568,P41910
S000002494,RRP1,YDR087C,YDR087C_mRNA,YDR087C_mRNA,851660,P35178
S000005533,SGT2,YOR007C,YOR007C_mRNA,YOR007C_mRNA,854168,Q12118
S000005639,AZF1,YOR113W,YOR113W_mRNA,YOR113W_mRNA,854280,P41696
S000000038,CLN3,YAL040C,YAL040C_mRNA,YAL040C_mRNA,851191,P13365
S000004848,GTPase-activating protein RNA1,YMR235C,YMR235C_mRNA,YMR235C_mRNA,855275,P11745
S000007549,,YCL021W-A,YCL021W-A_mRNA,YCL021W-A_mRNA,850338,Q96VH3
S000005445,,,,,854069,
S000028650,,YHR212W-A,YHR212W-A_mRNA,YHR212W-A_mRNA,1466531,P0CX90
S000003114,RRT6,YGL146C,YGL146C_mRNA,YGL146C_mRNA,852731,P53117
S000004461,,YML002W,YML002W_mRNA,YML002W_mRNA,855011,P0CF17
S000001858,DNA-directed RNA polymerase,YFL036W,YFL036W_mRNA,YFL036W_mRNA,850507,P13433
S000001557,MUD2,YKL074C,YKL074C_mRNA,YKL074C_mRNA,853788,P36084
S000004756,OSW5,YMR148W,YMR148W_mRNA,YMR148W_mRNA,855179,P40219
S000005831,DNA translocase,YOR304W,YOR304W_mRNA,YOR304W_mRNA,854480,Q08773
S000005592,MSA1,YOR066W,YOR066W_mRNA,YOR066W_mRNA,854232,Q08471
S000002605,CBP7,YDR197W,YDR197W_mRNA,YDR197W_mRNA,851778,P14905
S000003617,ACT3,YJL081C,YJL081C_mRNA,YJL081C_mRNA,853364,P80428
S000001291,,YIL029C,YIL029C_mRNA,YIL029C_mRNA,854783,P40538
S000005968,SAGA histone acetyltransferase complex subunit SGF11,YPL047W,YPL047W_mRNA,YPL047W_mRNA,856060,Q03067
S000001849,ALG4,YFL045C,YFL045C_mRNA,YFL045C_mRNA,850499,P07283
S000006128,TYW1,YPL207W,YPL207W_mRNA,YPL207W_mRNA,855894,Q08960
S000005898,GPB1,YOR371C,YOR371C_mRNA,YOR371C_mRNA,854553,Q08886
S000005736,ABC10-beta,YOR210W,YOR210W_mRNA,YOR210W_mRNA,854385,P22139
S000000054,CNE1,YAL058W,YAL058W_mRNA,YAL058W_mRNA,851241,P27825
S000003443,ZPR1,YGR211W,YGR211W_mRNA,YGR211W_mRNA,853125,P53303
S000002897,CDC105,YDR489W,YDR489W_mRNA,YDR489W_mRNA,852100,Q03406
S000028678,YLR157W-B,YLR157W-E,YLR157W-E_mRNA,YLR157W-E_mRNA,1466413,P0CF00
S000004389,AAA family ATPase AFG2,YLR397C,YLR397C_mRNA,YLR397C_mRNA,851113,P32794
S000000970,CCA1,YER168C,YER168C_mRNA,YER168C_mRNA,856915,P21269
S000007377,gag protein,,,,850959,P0C2I8
S000000206,RER2,YBR002C,YBR002C_mRNA,YBR002C_mRNA,852287,P35196
S000005936,HST2,YPL015C,YPL015C_mRNA,YPL015C_mRNA,856092,P53686
S000003610,SMC3,YJL074C,YJL074C_mRNA,YJL074C_mRNA,853371,P47037
S000006119,L30,YPL198W,YPL198W_mRNA,YPL198W_mRNA,855903,Q12213
S000001955,AUA1,YFL010W-A,YFL010W-A_mRNA,YFL010W-A_mRNA,850537,P32450
S000005022,JIP1,YNL078W,YNL078W_mRNA,YNL078W_mRNA,855646,P53939
S000004493,NDC1,YML031W,YML031W_mRNA,YML031W_mRNA,854977,P32500
S000002661,MET32,YDR253C,YDR253C_mRNA,YDR253C_mRNA,851840,Q12041
S000006337,IWS1,YPR133C,YPR133C_mRNA,YPR133C_mRNA,856251,Q06505
S000004571,NUP188,YML103C,YML103C_mRNA,YML103C_mRNA,854868,P52593
S000001949,HXK1,YFR053C,YFR053C_mRNA,YFR053C_mRNA,850614,P04806
S000004246,CYP1,YLR256W,YLR256W_mRNA,YLR256W_mRNA,850958,P0CE41
S000006178,,YPL257W,YPL257W_mRNA,YPL257W_mRNA,855818,Q08974
S000005623,,YOR097C,YOR097C_mRNA,YOR097C_mRNA,854264,Q12274
S000005678,ATG40,YOR152C,YOR152C_mRNA,YOR152C_mRNA,854323,Q99325
S000003590,TIM54,YJL054W,YJL054W_mRNA,YJL054W_mRNA,853392,P47045
S000003007,carbonyl reductase (NADPH-dependent),YGL039W,YGL039W_mRNA,YGL039W_mRNA,852844,P53183
S000003885,,YJR124C,YJR124C_mRNA,YJR124C_mRNA,853588,P47159
S000004384,ART10,YLR392C,YLR392C_mRNA,YLR392C_mRNA,851108,P18634
S000007225,gag-pol fusion protein,,,,850724,Q12088
S000001143,BIG1,YHR101C,YHR101C_mRNA,YHR101C_mRNA,856501,P38813
S000004126,CTH2,YLR136C,YLR136C_mRNA,YLR136C_mRNA,850827,P47977
S000000733,MIT1,YEL007W,YEL007W_mRNA,YEL007W_mRNA,856711,P40002
S000003196,GID1,YGL227W,YGL227W_mRNA,YGL227W_mRNA,852624,P53076
S000004004,PPR1,YLR014C,YLR014C_mRNA,YLR014C_mRNA,850701,P07272
S000004141,8-oxo-dGTP diphosphatase,YLR151C,YLR151C_mRNA,YLR151C_mRNA,850844,Q12524
S000005041,PHO23,YNL097C,YNL097C_mRNA,YNL097C_mRNA,855626,P50947
S000005973,OAZ1,YPL052W,YPL052W_mRNA,YPL052W_mRNA,856055,Q02803
S000001081,MSC7,YHR039C,YHR039C_mRNA,YHR039C_mRNA,856434,P38694
S000004755,,YMR147W,YMR147W_mRNA,YMR147W_mRNA,855178,P40218
S000004481,OST6,YML019W,YML019W_mRNA,YML019W_mRNA,854989,Q03723
